,tweet
2458,Cocão é meu fã kkkkkk
2459,50 milhões de EUROS ??? no máximo o Flamengo deve oferecer 15 milhões de euros e olhe lá
2460,miga faz uma do flea?
2461,quero uma foto nesse corezito neon do lah no bar tb
2462,Hj a única coisa que eu queria era beck
2463,"More os meus estão guardados dentro do guarda-roupa, na última prateleira com um monte de coisa na frente, acontece"
2465,"Ela joga o verde, sabe que eu fumo"
2466,oioi anjo
2467,"hoje foi a despedida da surfista, chorei tanto"
2468,Essa è velhaaaaa demais
2469,Comemora tomando uma coca 😂😂👏🏼👏🏼
2470,"Engraçado q hj é sexta eu não saquei dinheiro algum pra sair ou comer alguma coisa, esqueci literalmente 🙄"
2471,"Estou sampleando um samba pro Julião, instrumental vai ficar finesse"
2472,Capaz
2473,"Fome de McDonald, pizza, açaí, batata frita, churrasco. Comeria tudo ao mesmo tempo agora"
2474,"iii tá por fora, esses dois tem mó rolo kjkkkkkkkk"
2475,foi indireta pra você gato
2476,Aí queria só um Ching ling  q pegasse o zap
2477,@EuMimin se prepara gata
2478,To aqui p te apoiar sempre
2479,"Queria sextar na mf, bêbada com as amigas que eu gosto"
2480,Em casa vegetando
2481,"nossa mo, que pena :(("
2482,"""Sextei"" gripada e com cólica👍💔"
2483,Ah então ótimo hahahaha estás em que parte?
2484,"menor, morri c a @freitassju_  agora kkkkkkkkkkkkkkkkkkkkk"
2486,winstão melhor pigas
2487,"adoro, vou assistir"
2488,"Namoral esses gay branco mais rico é td uma luta pra se abrir pra família.aí vem pro interior um nego que desde criança é mais afeminado a comunidade só fala: ""é. Ele é Viado. Mas fulano que comeu ele não é""  Tem gente que nem sabe oq é hétero. É homem, mulher, viado e sapatao"
2489,Vou pra ph só amanhã se eu não fica com preguiça 😏
2490,Me dá uma de amostra grátis pra ver se é boa hueheu
2491,"Sempre, que a gente fica numa boa sempre, o nome daquela pessoa sempre, vem átona e nos detona, sempre..."
2492,"Comente o final seus ""destorcedores"" de fatos ."
2493,"vish não da pra jogar assim não, eu trolo demais"
2494,sextou e 2 livr*s pra revis*r
2495,tá linda
2496,faz ela gostar de basquete tambémm
2498,meu carregador quebrou sofro
2500,já tiraram do Spotify o álbum do RBD???????? olha seus fdp isso n se fazzzzz
2501,tao lindinha até parece um nenê
2502,"O que mais me irrita no ser humano é a falta de consideração, respeito...NOÇÃO"
2503,"tinha só a @emanuele_nassif me batendo bastante e eu ignorava, lembrei desculpa miga"
2504,a ant lydia falando que não quer que elas sejam silenciadas pqp #TheHandmaidsTale
2506,As crianças de hoje em dia meu Deus 😱 geração ta perdida
2507,brincar com o pequeno*
2509,Oh foi tudo muito tranquilo...
2510,vou te contar viu
2512,ñ ter te beijado uma ultima vez ficar acordadu até depois das seiss
2513,"Retuita, porque isso é o máximo que se espera de alguém como vocês.  Aproveita e curte e retuita as outras tuitadas também e assuma que é fã."
2514,ACABOU O SEMESTRE
2515,"Quebrei o porta luvas do carro do meu pai sem querer, e ele nem sabe ainda. OLHA A MERDA"
2516,amiga?? para de se doer tu ataca todo mundo
2517,"vamoss, falta só minha mae dx"
2518,"Se não precisasse de muita nota tinha me livrado dessa merda, mas pelo menos vou pra rec precisando de pouco ~espero~"
2519,O nível de androginia que eu queria ter
2520,"Que orgulho! Acabei de ajudar a @CervejariaAmbev a doar R$100 mil reais para a Casa 1 e Casinha. Pra fazer o mesmo, é só tweetar o que significa #OrgulhoDaMinhaHistoria pra você 🌈🍺 Cada tweet vale 1 real. Bora!"
2521,Quer dizer que por ser deputada você tem mais direito a proteção do que o povo ??? Vou pedir proteção particular pra mim também.
2522,Estamos apresentando MG e iscarem de comer haha
2524,"eu sou paranóica até hoje em relação as pessoas. é isso que vc se torna quando é abandonada quando mais precisa dos seus ""amigos"""
2525,"#EmPauta Não adianta reclamar que na comitiva brasileira só tem homens enquanto mulheres acharem que a função delas na política é ser laranja para desvio de verbas e só. Se mulher não levar a sério, nunca vai mudar. Aliás, género não é garantia de carater nem alto desempenho,"
2527,"calaboca, nn estraga a minha ideia poxa"
2528,O cara que faz história é histórico ? -@_mariaclara_19
2530,Quere entrada te faltoo
2531,Parabéns @zcloficial  sempre será o maior nome da música sertaneja vivo
2532,Os dois leos
2533,"Meu coração bate ligeiramente apertado,ligeiramente machucado caiu tal fundo nessa emoção primeira vez que o amor bateu de frente cmg 🎶"
2534,Hoje a sobremesa é você 🎵😏🍻🍁
2535,"Guedes manda no meu e-mail, não posso ficar sem as edições... Kkkkk"
2536,"Já Marcão era totalmente ao contrário, ninguém entende a matéria dele kkkkkkkkk"
2537,"Gente 👀👀👀, traz uma dose p mim !"
2538,"ué cara eu não sei porque usar isso , -,"
2540,Alguém pelo centro afim de F1?
2541,amanhã vou ter q lavar o quintal e casa sozinho pra festa além de ir na festa Junina da antiga escola e fazer o vinho quente pra minha festa deus
2542,laudo medico: doida
2543,hj eu quase fiquei sem pé
2544,Foda-se
2545,Até parece que eu sou contrabandista de spoiler
2548,Hoje tem sessão cinema aqui em casa!!!
2549,Descanse em paz Cassius Medauar
2551,pq a textura e nojenta
2552,"jogo corrido, gostamos"
2553,"Ooo krl, que isso Clarinha KKKKKK 🤣"
2554,De nada 💜💜💜💜
2555,é tu porrinha?
2556,"Ai é verdade, eles estão em tour. Que feio Banks aliviando para esse véio reaça."
2557,Era só um bolo de chocolate 😋😔
2559,KKKKKKKKKKKKKKKKKKKKKKK fdp
2560,Nossa amiga! Que ódio que me dá
2561,eu acabei de comer a melhor salsicha do mundo inteirinho
2563,na duvida de sair e me arrepender de não ter ficado em casa ou ficar em casa e me arrepender de não ter saído
2564,UE pq
2566,Certeza
2567,puta merda meu
2568,"Casa, qualfoi?"
2569,Agr aguardam ai que eu vou aparcer todo riscado logo logo 🤪✌
2570,a lua aguenta cada coisa só pra dar uns beijos
2571,"Qro soluções, problemas eu tenho muitos."
2572,"Ofir é Câmara de Esposende. Processo é outro. Ambos os casos são nojo urbanístico, em Ofir acumula com perigo real!"
2573,to agoniada sem meu cordão ja
2574,Não me lembrava
2575,"Passar pela transição capilar foi muito bom pra mim, agora sei pq me livrei da chapinha"
2577,"Na minha ele é um anjo fofo! Cada um coloca quem quiser como o personagem que quiser, sos"
2578,Vamos mi Colômbia!!!
2579,Achei que ia passar vergonha sozinho
2580,"Esse set do Gustavo Mota deu até uma animada,  mas aí eu lembro que vou continuar em casa não vou curtir nada da até desânimo de novo kkkkkkk"
2582,as vezes meu cel vibra e n mostra oq eh aff fico igul doida procurando oq q eh kkkk
2583,Aquele deboche gostoso na cara do consumidor disfarçado de pack “grátis”
2584,"preciso de uma casa pra DORMIR hoje quem se cede??,???"
2585,a aniversariante vai me dar carona porém ela está atrasada pra própria festa
2586,A televisão me deixou muito burra demais. Já não consigo escutar jogo pelo rádio.
2588,Sabe que não kkk
2589,KKKKKKKKK te amo
2590,Vc é o cara!!! 👏🏻👏🏻👊🏻👊🏻
2591,Morar perto de igreja é um tremendo exercício de paciência pq olha
2593,eu preciso trocar de óculos  odeio pq fico mó tempo para me acostumar
2594,Enaltecendo esse hino nas alturas #VideoQuandoABadBater
2595,"Queria comer sorvete, eis que o pai foi buscar e, num lugar não tinha, o outro tava fechado o outro não abriu hoje .... O que é isso? Que cidade é essa? Tô revoltada 😠🙄"
2596,Falei do seu Mestre cara  seu QI continua baixo pelo visto
2597,Literalmente minha vida ta uma completa bosta!
2598,bem que eu queria
2599,"Aaah❤️ Te amo muito minha bb, sempre que precisar estarei aq❤️"
2600,"Isso que vocês fazem não é fogueira não, é fumaça!!!! Respeita minha rinite"
2601,Dormi Sozinho..
2602,vai  menina eu preciso de mt nota e seminarios e acho q vou p lama daq a poucokk
2603,botei uma ft de perfil manerinha
2604,Brabão eu sair de cabelo grande😑
2606,"Vc falou q não daria certo , ta manjando legal.., pode dar a mão para o Andreazza 😂😂😂😂😂😂😂"
2607,todos esses contos de fadas são cheios de merda.
2609,agora po? kkjj
2610,Meu problema era o ctrl+p era mais efetivo (para mim) do que o nerdtree e para dar aulas era mais fácil ai hoje só em acesso ssh
2611,"Eu amo meus amigos, mas n consigo ter paciencia com eles quando é pra marcar pra sair, pqp"
2613,ve se concorda: quando ele ta off vc fica ansioso e aumenta a frequencia de tweets “”sem sentido””/“”loucuras””
2614,Eu vo
2615,Aí saudades
2616,Comprei meus moveis e dei um rolê legal
2617,"td dando errado hj, incrível"
2618,Netflix fica fazendo série tentando gastar pouco e fica tudo uma merda !!! Lúcifer é um exemplo disso mas tem muitas
2619,tem um rato aqui na rua tonteando minha mente
2620,Gente é sério que vcs conseguem ver esse gif e continuar rolando o feed? Eu to num looping eterno aqui agora.
2621,Vc usa notebook?
2622,Minha tá fd já
2623,Você em qualquer lugar
2624,"virou rotina, régua é toda sexta agr rsrs"
2625,E doru
2626,Credo! N encoste em mim! Rs
2627,Nat você não sabe o que está perdendo!!!
2628,Que orgulho de você ❤️
2629,subir o balãooooooo
2630,Cheguei agora é já vou partir pra academia
2631,"Daí ela me abraçou conversamos um tempão e ela foi super bacana comigo dizendo que nada ia mudar. Ela ficou muito surpresa soltou algumas pérolas tipo ""eu nunca ia pensar que vc é gay você ama futebol e qualquer outro esporte"" #OrgulhoDaMinhaHistoria"
2632,ian alexander eu te amo >:(
2633,eu sei dos nossos acordos
2634,"você, rei"
2635,E o acordo com a União Europeia? Fechou com chave de ouro!!!!!
2637,Isabelle é a melhor fotografa que nos temos
2638,fala meu anjo. Se teu celular for da Tim eu te ligo kkkkkk
2639,"Sejam honestos diante do que fizeram e estão fazendo.   Não fui desleal, não aceitei suborno, não aceitei fazer parte do engano, não aceitei fazer parte da mentira, não aceitei cartinha com promessas disfarçada em ciladas."
2640,É nos até o fim 🤞🏼♥️♥️
2641,"n vsi estragar n, vai ficar tudo certo"
2642,Muito legal 👍🏻
2643,ai eu quero mt me avisa hein
2644,o novo projeto de lei foi enviado nlablabla em questão das cadeirinhas blablabla bozo você é um lixo.   acho q ganho um 10
2645,Desculpa não depilei essa semana
2646,georgia fowler dona e proprietária de kiwi e quem discorda de mim ta errado pois so o que eu penso importa
2647,Só eu ou vocês também ficam nervosos quando a pessoa que tu tem vontade de chamar curte algo seu?
2648,Amor???? faz faz faz
2649,vAI CAGA TO INDO FAZE A COLEÇÃO HOJE SUSJSJSJSSIJSJSSJ
2650,TPM no auge hoje
2651,Vou lá na volto pra te responder
2652,Olho no olho é mais interessante 😏 rs
2655,de dois corações um só se fez um que vale mais que dois ou três...
2656,tambem vou quero ver se meu primo é bom
2657,"Vcs não têm nem ideia do que é ser Cyrenaica num ano e Stenkil Campeã no outro. Namoral, fiquei emocionada"
2660,fez a prova?
2661,feliz aniversario fadaaa
2662,AAAAA QUE COISA INCRÍVEL KKKKKKKKK
2663,sabia que ia curtir
2664,Vou deixar ela careca em KKKKKK
2665,Esthela tá a um tempão sem falar comigo e a primeira coisa que ela faz quando me vê é me dar um bale
2666,maluca demais
2668,Chega ai
2669,Tem nada pra fazer nessa cidade
2670,idiota kkkk qq cê fez ai? foi o bento? kkkk
2671,"Em doses  homeopáticas é melhor... Me divirto com o inferno astral deles. Aliás faz tempo que eles não dormem bem, o pesadelo vem a todo instante."
2672,Po Iza somos duas né mozin te amoooo #SelfiesForSina
2673,Vontade de assistir PLL dnv 🥰
2674,"To andando muito contigo, já sei dessas hist tudim, má influência na minha vida........"
2675,Vei muito sua cria como vc diz KKKKKKKK @landinha888 esse “não?ninguém?”
2678,so vou amanha gatxinha
2679,SÓ ESSES 5 MINUTOS DE COLÔMBIA X CHILE PISOU NO JOGO DO BRASIL E DA ARGENTINA
2680,comi uma empada mt gostosa de camarão
2681,Fico chateada quando deixo de fazer algo importante pra fazer outra coisa e no fim das contas nem um nem outro.
2682,e eu que aprendi a fazer distribuição eletrônica no intervalo kkkkkkk
2683,Sua vaga no AA está reservada amor
2684,ele reclama das espinhas que ele tem mas ele nem imagina que pra mim a pele dele é a mais legal entre milhares e milhares
2685,Eu fiz três publicações diferentes em 3 grupos diferentes do facebook e todas tão em alta com notificação chegando a todo momento
2686,ah que isso cascavel
2687,caralho fiquei 6 horas seguidas jogando the sims e esqueci até da minha vida
2688,Kkkkkk. É olé do Brasil agora?
2690,"Meu Deus estou muito assanhado,tira isso de mim meu Deus KKKKKKKKK"
2691,"minha mãe achando que eu tô grávida por estar vomitando e desmaiando, e eu acabei de descobrir q é efeito colateral do meu remédio KKKKKKKKKsofro"
2692,Oq aconteceu ?
2693,eu amo a abertura de dark
2695,"Eu sou assim mesmo... esqueço de responder e quando lembro,tenho preguiça."
2696,tô assistindo Frozen cara
2698,vou procurar pra comprar
2699,você eh bi né chupa uma biceta e um pirlu p eu vê
2700,amanhã acredito q esteja mais bacano
2701,A gebte deveria parar de receber presentes quando tem dinheiro pra dar presentes.
2702,"ir eu acho que consigo ir, mas aproveitar que nem eu queria, provavelmente não. mas vai que deus me escuta e acordo um outro homem amanhã?"
2703,Tudo que acontece já está escrito na Bíblia !!!
2704,Amém🙏
2705,"se não sou gente, eu sou o que? dncjnfjc não ta errado deixar branco mano"
2706,eu quero...
2707,"Deixa eu contar pra vocês kkkk eu tô me superando cada dia mais, pq pqp hoje eu tinha o dia pra brigar com uma caralhada de Gente e eu fiquei sentadinha de boa aaaaa tô feliz por conseguir isso"
2710,Techno bunker foi feita pra treinar pqp
2712,Eu preciso lembrar de usar desodorante
2713,"Deus não tira, Deus livra!"
2714,"Eu não posso fazer isso, não posso mesmo"
2715,eu amo tanto a camila q as vezes parece que eu vou explodir de tanto amor
2716,Meu prof tbm jogava contra a gente KKKKKKKK
2717,"obrigada!! de coração, tu é foda 💕"
2718,muito boyzinho
2719,meu pai jogou um “vamo aquecer aqui antes de vc sair” e apareceu com duas buds
2721,[28/6 20:20] Lett: Desculpa te forçar a me ajudar [28/6 20:20] Lett: Esse dever é da minha psicóloga
2722,"cara, uma vez eu e minha amiguinha fizemos de uma cortar a franja da outra, eu cortei a dela e ficou linda, já a minha......"
2723,Contaaaaa 😂
2724,"Só não vai queimar a batata que coloquei no airfryer porque o tempo é regulado, se fosse no fogão iria virar carvão tbm"
2725,ai que lindo vamos todos mascarar o desrespeito com “opinião” 🤩
2726,"geral dando rolê e eu to de base hoje, melhor forma"
2727,pra mim jonsa = jon e satin moço que o jon baitola nos livros
2728,Esse 10 da Colômbia é bom hein.. tal de James Rodrigues .. seria um bom reserva pro Jean Mota
2729,"Até o Willian falou que nem avisei nada, que estava por lá ..."
2731,Esse seriado como vender drogas online rápido é bom mesmo
2732,Não??? Sempre imaginei ele branco puts que vergonha
2733,Mas o Bozo e a família de retardados odiava o Mercosul. Rsrs
2734,Vai Colômbia
2735,Pensa nas suas contas pra pagar 😂😂😂😂😂😂😂😂😂😂😂😂😂
2737,Atas viagens ele fez com vcs petistas mesmo? Sei...constrangedor é vc ainda ser deputada...
2738,@BrunoOrtiz2001 manda o teu mambo para o meu mail tambem
2739,Meu avião estava cheio de rochas ornamentais
2740,Minha cabeça tá doendo pra krlh mas eu ainda quero sair rs
2741,To sempre On o rolê que não tá
2742,Kkkk pqp
2743,Espero q n osks
2744,Que deliciaaa vc atende no rio de janeiro bb
2745,Pior que tinha que ser no pinto pequeno que não gosta de chupar mulher segundo a ex?
2746,Fico me perguntando quando foi que vc se tornou tao medíocre assim? Vc prejudica a comunidade LGBTq. Envergonha o Brasil!
2748,Kkksksksk
2750,Negro
2751,"Flamengo quer tudo do Fluminense cr kkkkkkkkkkkkkkkkkkkkkk Henrique Dourado, Abel, Diniz, agora o Pedro.... ê ê"
2752,Só essa fj pra animar minha sextinha
2753,Adoro quando as pessoas são ignorantes ao ponto de dizerem alguma coisa a alguém pa magoar e na verdade dão pena porque são piores ahahaha
2754,"Hoje é só ""oi""  ""Tchau, fica com Deus"" E de vez em quando um ""boa noite"""
2755,n tá frio ou é impressão minha?
2756,Riva hj então
2757,Mt dificil  me fazer de otario  em
2758,Meu pai é muito doido cara kkk
2759,Compro a Janta e vou pegar ela no portão quando volto o Servidor do LoL caiu [Agradecemos a Riot que conseguio consertar os servidor e o TFT para suportar as partidas e não cair]
2760,"Então, quando você falou eu não tinha entendido direito. Realmente, ao menos no app pra Sony não tem."
2761,Pode deixarrrr
2762,Essa não conheço... vou ver
2763,e eu com isso
2766,ATAAAAAA kkkkkkkk ai que dó
2767,"amei tá otima, só n mata a gnt de susto dnv n pfvr"
2769,"Sei lá né, só chutei"
2770,Ai gente vamo kkk  luiz4catharin4
2771,repórter só fala merda!
2772,Poha mano jogamos pra crlh
2774,Fui lá na jaminy vê ela e o João como está 😍😍
2776,queria ser amigo
2778,Saudades de cantar mc rodson com dodô
2780,te amo tanto flacooo
2781,Dizem que esse comediante maravilhoso está em Parintins.:v
2782,A pronto
2783,"Em casa, tédio e ouvindo Frank Sinatra"
2784,"Já vai criando sua segunda conta... Pra mim Riot tem o melhor suporte: podem entrar na sua conta e tals, mas sem seu e-mail não fazem nada... Você pode tentar fazer sua conta tomar ban sla"
2785,Gnt.. eu dou em cima das pessoas brincando tá? Se eu quiser mrm eu n falo brincando.. geral ficando puto cmg kkk
2787,"Vou resolver as paradas da minha habilitação, ufaaa nem creio Deus"
2790,Era só uns beijinhos hoje
2794,"Eu ainda falei, e tu me responde no wpp infernooolll"
2795,"Oo vida merda em , pqp"
2796,garota ce mudou o user neh?
2797,Sim!!! Foi o governo do Presidente @jairbolsonaro e sua equipe!!!
2798,só quero chegar em casa e comer aquela pizza..
2799,Porra eu amo esse curso.
2801,Caluniar é crime.
2802,mosquei viado
2803,"Sai daí, tu curte foto de fascistas"
2806,bom de ser marceneiro é que voce tem muita ferramenta pra destruir seu celular
2807,Vixiii mas pq ele pediu o Magic na reunião ?
2808,mano o felipe quer comprar um pente pra usar como acessório de cabelo QUAL A BRISA DESSE GURI?
2809,"eu seeei bem ahaushaus mas respira, se acalma e pensa bem sobre isso quando tiver mais calmo.. se tomar a decisão na loka pode acabar dando ruim hahaha"
2810,Sextou em casa 🥺
2811,"Preciso me controlar, com certas atitudes, porém depende."
2812,Ver esse jogo bem de boa tomando a Brahma gelada
2813,tiee- fernando de noronha
2814,Br mandar pro interclasse KKKKK
2815,Deus não gosta de mim mesmo ne ninguém merece meu pai em casa sexta sábado domingo e segunda
2816,queria ta com minha prima
2817,Parabéns idade do bronze. 🤭😂
2819,Vou ser tio?
2820,Só queria uma coisa pra hoje
2821,fui com a minha mãe em Madureira depois q fui com ela em bangu
2822,Fala a hora
2823,"Vou? Claroo, a gripe passa, o rolê não volta 🤫😂"
2824,Ata sei que e tua e tu já tem namorado o ycro
2826,pegar.
2827,Pedi pra minha mãe se eu já podia voltar a jogar bola  Ela deu risada na minha cara  Acho q pode ser de felicidade sla né
2828,"Isso o dia todo, não só de tarde kkkkkkk"
2829,Eu tô morta de fome e ainda tem 1 hora e meia pra sair do trabalho
2830,R.M não sei pelo oq me dizem tu é doida da cabeça KKKKKKK mas mesmo assim és um xuxu
2831,Sempre dizem a famosa frase vou: vou gozar.
2834,"quando bater 10 seguidores vou abrir um curious cat, mas sou flopada :("
2835,Obrigadaaaaaaaa
2836,"queria colocar meu celular para carregar, mas minha mãe levou meu carregador"
2837,"jantei faz uma hora, comi bolinho de carne e bolinho de feijão com arroz e salada e tô revirando de fome de novo  QUE SACO PÔ"
2838,"leticia tá de brincadeira com a minha cara, não é possível"
2839,Ontem dei a “mesada” pra minha mãe aí eu acabei de sair do banho e vim pro meu quarto de toalha aí DO NADA ela falou : Te pago 50$ se você me mostrar seu pau ! MANO KKKKKKKKK
2840,Messi mau é o jogador com mais chances criadas no jogo. É diferenciado até em Gramado ruim.
2841,inocente é minha mãe que acha que ngm bebe corote
2843,porra sem condições esse homem me ama mt msm pq pqp hein n me dá uma trégua
2844,"pedro lucas: 'oi, eu te vi dançando, viu?' mayara e eu: 'dançando?! kkkkkk fingindo né?'"
2845,disso q eu tô falando burra
2846,lindo ne filha da puta
2847,caralho e to mt triste o pastel de strogonoff q eu pedi veio com champignon
2848,assistindo vídeo da joutjout e me identificando nada novo sob o sol
2849,pq meu bem??
2851,Kkkkkkkkkk sem condições
2854,TENHO QUASEEE A TUA ALTURA :( SÓ FALTA UM BOCADINHO
2855,"Aa obrigado. Queria pra hj, porem so estarei liberado 22h :/"
2856,"Xingar de puta pode agora, moleque?"
2857,"preciso de caranguejo, algodão doce ou livro de inglês pro namjoon ficar feliz  ): tadinho do meu bebê."
2858,Todo mundo postando q tá gata e eu mesmo arrumada to feia k
2859,Mano você tá simplesmente perfeita???
2860,Marisa falando que ninguém tinha ficado de REC foi o que me livrou do infarto
2861,Gostaria de deixar registrado toda a minha aversão a trabalhar com redes de transição de dados
2862,Minha mãe vai agitar a esfiha
2863,Colômbia tá afoita!!
2864,tu acha??? valeu aposto tu que vc é uma gatinha também
2866,Só agr ?
2867,Obg por acabar com minba fitnessidade vc viu
2868,"eu tô toda arrepiada?? aí que tenso, ainda bem que não aconteceu mais nada"
2869,Sexta com cara de domingo
2870,eu sempre que tu diz um: a
2871,Rlx se der merda eu viro o próprio Terry Crews
2872,amiga do céu qnd c tiver atoa me chama no zap
2874,Live da cachaça logo menos!!!!  se liguem!
2875,"Eu preciso da um rolé diferente hoje, e longe de Mesquita. QUERO SEXTAR"
2876,As vezes venho aqui e fico triste
2877,"preciso me maquiar, tenho certeza wue eu vou começar a pintar a sombrancelha e o cara da pizza vai chegar e eu vou atender a porta ele vai sair correndo kkkkkkkkkkkkkkkkkkkkkkkkk"
2879,To atrasado abraço pros culpados
2882,@Krlh__catherine trabalhar pra te dar um desse amor
2883,Quer?
2887,@Gwent_BR  Alguém sabe dizer o que houve com a dublagem do Gwent nesta nova atualização?
2888,Como sofre o menino China
2889,claro que eu lembrei
2890,MORTA
2891,Dificil defender a brasileirice dessas em gastar numa porra dum canudo
2892,eu acho himym meio sem graça kkk
2894,uh lalala esse pitelzinho tem um date? 😋
2895,"Ah, sim. Esqueci de comentar que comecei a escrever a XingSoo."
2897,Não é nada peta!!
2898,Fogo no parquinho
2899,garota??? você é perfeita
2900,Ja vou pedir la
2901,Sextou e eu vo ficar queetin em casa
2902,"Perdi 40 pila em 1 semana, agora não tenho dinheiro KKKKLLKLKK"
2903,"Se tudo passa, talvez você passe por aqui."
2904,Não deu nem 21h e eu já tô com sono
2905,tô até bonitinho pra ficar em casa hoje
2907,"KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK NOSSA, isso não é meme é nossa vida"
2908,eu tava com uma vontade absurda de comer burrito ne ai hoje a minha mae realizou meu pequeno desejo amem to feliz
2909,Kkkkkkk sacome ne
2910,Parece que meu role foi cancelado
2911,Só o fato do Dario ter o sticker de música do insta e eu não já mostra o quanto esse mundo é injusto.
2912,O Léo tem ciúmes 🙈 @Emo_Hb
2913,"eu sou insuportável, por isso todos cansam de mim e se afastam, que infernooo"
2914,Rsrsrsrsrsrs
2915,n aguento mais ficar desse jeito
2916,"•Estabeleceu-se o voto censitário, ou seja,só podiam votar os cidadãos com determinada renda. •Manteve-se a escravidão nas colônias francesa, como o Haiti. •O livre-comércio e a livre-iniciativa para os negócios foram adotados, acabando com restrições mercantilistas e feudais."
2917,De noite na Mahina vai da pra ver até as bruxas voando. Ctlk
2918,ate jesus choro
2919,"odeio quando fernanda faz isso comg, ai mds"
2922,Com certeza! Valeria tanto quanto. 🥰🥰
2923,Meu irmão foi no show do sidoka
2924,"Nope. E pior, ainda é tier. Esse é o tier 3. Então tem que tirar 3 desse pra ter ele assim"
2925,"Eu nunca vou, e ele sempre diz que não quer se apegar"
2926,Tudo tem uma razão #Dia30VemPraRua
2927,uma bala q bate a onda
2928,Toda crise de ansiedade eu me odeio 1 cadim mais é incrível
2929,"A nnn, a última do mês, dps a gnt sossega"
2930,"esse cordão e mto lindo, to apaixonada nele amanhã tenho q ir lá comprar um rs 🤩"
2931,eu gosto bastante da literatura brasileira mas confesso que não leio muito. tenho que ler mais
2932,"Conheço gente que fala que ama mas pra mim aquilo é pra ficar alto só ,não é possível aquilo é xixi pra mim"
2933,"belíssima, madrinha!"
2934,Não perco por nadaaa
2936,As seleções que estão em campo representam pra colombianos e chilenos o que as seleções de 70 e 82 representam pra nós. Jogo interessante.
2937,olha sinceramente fui burra de não ter comprado o convite da 40 graus pqp ódio de mim mesma
2938,blz consegui tocar whistle em menos de um dia  quero presentes
2939,Tá faltando um 1kg
2940,Vai a merda
2941,meu suco de maracujá chegou a voltar na garganta quando eu vi q tinha tarefa e n conseguia achar
2942,"Cala a boca, você é foda bb"
2944,Bem certo esse teu raciocínio 🤦🏻‍♂️
2945,você ne
2948,"Minha sexta só não tá na melhor forma, porque mozão não tá comigo"
2949,Só faltava um empurrão bem dado pra acordar pra vida
2950,Cilada total. Nem cheguei em casa ainda.
2952,"rapazzz descobri q quando to bebada sou mais simpatica, tratei numa boa quem eu deveria ter mandado se fuder de inicio"
2953,Orgulho!!!!!!!!!!
2954,meu celular ta com problema pra carregar:((((
2955,"ai se eu pudesse eu n tinha, eu n acho tão marcado, mas sla, em mim é meio meh"
2957,"tô usando a blusa de Hugo já faz dois dias, tinha o cheirinho dele, tinha né"
2961,Sextou c minha companheira de sempre q não me larga por nada: dor de cabeça
2962,"queria da em cima, mas vai que"
2963,fofinha como sempre ksksks
2965,Queridona...vc sabe minha opinião! Tinha que estar aqui...e espero mto te ver com a gente de novo! 💕
2966,isabella porra vc eh PERFEITA bro
2967,Não gostei.
2968,tipo   todomundo tem limites 💩
2969,"Quem sabe o que planta, não teme a colheita"
2970,por favor gays não brigue eu estou muito sensiv
2971,Você prefere ladrão. É uma questão de caráter.
2972,obrigadaaaaa
2973,"vocês eu tenho certeza, problema é a julia"
2974,qria ta aivocado msm kkkkk
2975,pobre eu já sou um nojo imagina burguês  jesus amado
2976,Eu quero conhecer o sushi!!!!
2978,"Eu jamais que conseguiria.  É isso aqui não é indireta pra ninguém, somente uma reflexão sobre o que vejo por aí, é isso"
2979,Galinhada perdeu de quantos essa poha?
2980,Aí o farol da moto queima kkkk só isso a me faltava msm
2981,"Dicas para procissões:   Quando começar a chover e todo mundo abrir o guarda-chuva, tente conter o ímpeto de cantar Umbrella.   Sua colega pode ter uma crise de riso incontrolável no meio da procissão"
2982,Boraa
2983,Não sei hasuahaus
2984,pq em
2985,Porra Ivan salvou a carona 🤪🤪😂👏🏾👏🏾
2986,"Que dia lixo! Nada da certo, boa noite"
2988,"Festinha surpresa pra minha miga, que ela merece mesmooo!!!!❤"
2989,"Sua visão se tornará clara somente quando você olhar para dentro do seu coração. Quem olha para fora, sonha. Quem olha para dentro, acorda. Carl Jung #ParabensPamela"
2990,"nn vei, n ta com vc?? kkkkkkkk"
2991,E a saga se repete!
2992,se você tá falando comigo e eu n tô olhando pra sua cara e u n a o t o t e o u v i n d o  CACETE
2993,VAI SAIR OS INGRESSOS AMANHÃ
2994,meu mau é que eu levo tudo na brincadeira kkk
2995,tem nem defesa
2996,Fico vendo o tanto de coisa que tenho que vê do meu aniversário e tô ficando maluca
2997,meu celular tem a hora errada ok
2998,vc leu um tash uma baita ein e vc reparou no fia????!!!!
3001,Gervinho
3002,AMIGA TE AMO MT PRECISAMOS SAIR
3003,minha mãe curte as fotos do meu ex com a atual eu perdi o controle das coisa tudo já
3004,O juiz que permitiu que um condenado tirasse férias da sentença deve estar com problemas mentais.
3005,Geraldo rs vai Geraldão rs
3006,"BTS não pode ter um membro faltando que já sentimos que está incompleto, é como se fosse os 7 anões, cada um do seu jeitinho, com suas diferenças mas nunca separados #HeartbeatOutNow #BTSWORLD_OST @BTS_twt  Deixe seu ""BTS eu te amo"""
3008,"Final de mês minha internet fica uma merda, meu afilhado vai lá e fica mexendo no YouTube.... aí fode mais ainda o proceder do bglh 🙄"
3010,Nem te conto ...
3011,Eu to c tanta fome que já pensei em tantas comidas socorrr
