,tweet
2557,"Ninguém viveu minha vida. Ninguém chorou minhas lágrimas. Então não julgue, apenas fique na sua."
2558,"Não sou pessimista, sou realista. Não espero nada de bom da vida, de ninguém, nem de mim."
2559,Parece que cada mês que passa meu ano vai ficando pior
2560,Incrivel como você consegue mexer com meu humor
2561,Cansei
2562,Que não fazem porra nenhuma pra me fazer ficar melhor.
2563,Muitos me culpam por minha vida ser assim. Porém não vejo culpa em mim e sim nelas.
2564,"E a pessoa vai embora, e leva sua felicidade com ela."
2565,esconder sentimento é comigo mesmo
2566,Ainda acredito que a morte sempre será o melhor ponto de escape
2567,"Sinto falta de tantas coisas, de tantas pessoas, de tantos momentos, que o vento levou, que o tempo fez se acabar."
2568,Construí meu castelo com as pedras que você me jogou.
2569,E quando chega a noite posso ser eu mesmo.
2570,Vivo num teatro de humores ambulante. Toda hora finjo sentir sentimentos bons pra disfarça que sou totalmente infeliz.
2571,"E eu ainda gosto dela, mas ela já não gosta tanto assim..."
2572,Você só tem uma vida então fique louco pra caralho
2573,"Queria um telescópio para contemplar as estrelas, a lua..."
2574,Amo astronomia <3 talvez seja a beleza dos cosmos que me fazem seguir em frente
2575,Fumar da uma sensação de que você está queimando seus problemas a cada trago dado
2576,@dipsomaniacos minha preferida ♡
2577,Eu machuco a mim mesmo todo dia
2578,Hurt do Johnny Cash fode com seu psicológico
2579,"sinto falta de gente insistindo em mim, de gente q sinta minha falta, q me cobre qnd eu demoro pra responder, essas coisas fazem diferença."
2580,"As vezes eu repito os tweets, porque no momento estou sentindo os mesmos sentimentos."
2581,"mês de março foi meio conturbado, e sinto que esse mês vai ser mais"
2582,"Por favor vida não me deixe assim, tão sem esperanças"
2583,"Onde está você agora, além de aqui, dentro de mim ?"
2584,"Um conselho pra vcs, NUNCA namorem a distância, é muita perca de tempo. Vale a pena vc esperar achar alguém que more perto de vc."
2585,"Um dia eu estarei lá no link de vídeos de derrotados que se atiraram de um prédio, por não aguentar ser derrotado."
2586,"se namorar não fosse bom, aconteceria comigo."
2587,Cadê aquela luz no fim do túnel que tanto falam?
2588,As vezes penso seriamente em desativar esse twitter e por em prática um suicídio
2589,Daí você vê que tem muita sorte na vida pq dentre milhares de espermatozóides você foi o infeliz que fecundou
2590,Olha... impressionante como a cada dia tudo na minha vida piora
2591,"Eu já sabia que uma hora tudo isso iria acabar, eu só não estava preparado pra isso."
2592,"Namoros a distância, também conhecido como perca de tempo."
2593,Não me dou certo com esses bang de relacionamentos.
2594,"Pois é, não deu. Agora diz isso pro coração."
2595,"Na verdade eu não tenho amigos, e nunca tive."
2596,Promessas destrutivas
2597,Já estou acostumado a ver as coisas não derem certo pra mim.
2598,Saudade de ler boas frases nesse twitter
2599,"Just kill me, or get me out of the sun."
2600,Em horas difíceis parece que todo mundo ao seu redor some
2601,"Lá pode ter um novo amor pra eu viver, quem sabe uma nova  dor pra eu sentir."
2602,"Aquela pessoa que faz você pensar que ela te ama, e depois prova o contrário"
2603,Sabe o que é não passar um dia sequer desejando nunca ter nascido?
2604,Quando você está triste parece que tudo começa a dar errado pra te foder mais
2605,Uma dor pra recordar
2606,Com a mesma velocidade que comecei a gostar de você eu vou parar
2607,"Não sinta falta, não sinta nada por alguém que não se importa com seus sentimentos."
2608,"Cara eu não quero romances, nem quero mas nenhum sentimento do tipo, e se eu começar a sentir me desculpe mas vou me afastar o máximo"
2609,Como a maioria dos sofrimentos esse começou como uma aparente felicidade
2610,Dói pra caralho quando você é meiga e carinhosa com alguém e ela é fria cntg
2611,Uma das piores sensações é sentir-se rejeitado pela sua própria família
2612,Estou de volta
2613,Cadê minha vontade de viver?
2614,"mudei o avatar, não pensem que sou outro twitter haha"
2615,Ela disse que estava bem. ela mentiu.
2616,Essa obrigação de ser feliz paradoxalmente nos deixa mais infelizes.
2617,Um suicida nunca quer se matar de verdade. E sim matar sua dor.
2618,The world scars me.
2619,"As vezes eu choro por nada, as vezes eu choro por tudo..."
2620,Muitas pessoas morrem sem ter sido feliz. Tenho medo de ser uma dessas pessoas.
2621,"@nathsmotional você desenha muito bem hein, parabéns moça, e obrigado. É bom saber que vcs gostam do meu Twitter <3"
2622,@_luh_do_bieber obg *--*
2623,"@DoCiclo tenho facebook mas mantenho minha identidade restrita sabe?, pra evitar preconceitos alheios ^-^"
2624,Ainda sonho em ter uma vida digna de ser vivida
2625,"Por que quando eles acham alguém melhor que você, eles simplesmente te troca."
2626,me identifico com as musicas do the pretty reckless.
2627,"eu amo a taylor momsen, e vcs?"
2628,Coisas que eu faço na hora em que penso em você...
2629,Coisas que eu faço sabendo que posso morrer
2630,Ela gastou suas doces palavras com quem não devia
2631,Eu vivo condenado e sem saída de um passado que parece não ter fim
2632,"E se a vida te der decepções, faça um twitter e reclame e desabafe nele"
2633,Sigam @sos_mentes meus amores pfv ♥
2634,@malikc0nha @sos_mentes vou divulgar ^-^
2635,"A unica coisa que faço da vida é ficar expondo meus sentimentos aqui,e ir pra escola. Msm assim meus pais me acham uma péssima filha... Pq?"
2636,"Tem gente que tem amigos, tem gente que tem a família, tem gente que tem um companheiro, já eu... não tenho ninguém."
2637,Por que meus pais insistem em me deixar mal? quando na verdade devia estar fazendo eu me sentir bem :c
2638,Me enche de certezas e depois me cobre de dúvidas.
2639,É doloroso ver meus sonhos se acabarem na minha frente
2640,seu silencio me encomodava mas preferi não lhe dizer isso
2641,E quando eu parar de tweeter aqui podem ter certeza que é porque tive a coragem de por um fim na minha vida.
2642,Cansei de chorar por feridas que não se fecham.
2643,Cansei de ficar triste pelos mesmos motivos
2644,Quando essa depressão irá acabar?
2645,Você me amou por todas as razões erradas
2646,"O meu pesadelo é minha realidade, e o pior, não dá pra acordar e ver que tudo não passou de um sonho."
2647,-Você está bem? -Na verdade eu nunca estive...
2648,Eu não deveria achar a solidão tão acolhedora
2649,-doaria órgãos? -Já doei meu coração e jogaram fora.
2650,"Tenho vontade de sair por aí, sem rumo, sem direção. Apenas com um fone tocando Metallica um violão nas costas e um cigarro na mão."
2651,"Rejeição leva ao isolamento, isolamento leva a depressão, depressão leva aos cortes, e os cortes ao suicídio."
2652,@nathsmotional eu gostei *-* Parabéns moça
2653,"Ja esta na hora de eu mudar meu avatar, capa e imagem de fundo"
2654,Só queria ter motivos pra passar um dia sem desejar minha própria morte.
2655,"Dá uma raiva quando o cabeleireiro corta minha franja scene errada, fica bem visível, e meu cabelo demora pra crescer"
2656,"Todo dia eu acordo, todo dia eu acordo sozinho. -The pretty reckless"
2657,"A vida é cheia de surpresas. No meu caso, todas ruins."
2658,"Mesmo me entristecendo, não ligo mais. Simplesmente... deixou pra lá."
2659,Eu não sentia falta até perder
2660,"Não é nos que mudamos a dor, é ela que muda a gente."
2661,Mas na verdade hoje em dia a solidão nem me encomoda tanto quanto antes.
2662,Não é a vida que te machuca. São as pessoas.
2663,Muitas pessoas estão por aí com seus amigos aproveitando as férias. Já eu aqui sozinha o tempo todo triste e sem ânimo. Mas tudo bem...
2664,"Poxa 2.000 seguidores, nunca pensei que escrevendo o que sinto eu chegaria a tudo isso *u* obg a todos que vem acompanhado meu Twitter ♥"
2665,@onlyweakgirl claro amr
2666,@MrsTomlinson_23 pronto minha linda ^^
2667,"Não posso afogar meus demônios, eles sabem nadar  -bmth"
2668,"Can you feel, can you feel my...?"
2669,"Faz frio em porto alegre, toda noite e de longe eu não posso te ver"
2670,Sdds de quando meus tweets tinha vários retweets e likes
2671,"Ultimamente tenho estado tão sensível a ponto de me machucar por qualquer coisa, ah como eu odeio isso"
2672,Muitas vezes pessoas se cortam porque não vê outra forma de pedir ajuda
2673,"É difícil esconder um segredo. Ainda mais quando ele está estampado na sua pele, nos seus pulsos."
2674,E as vezes escondida eu choro. Muitas vezes sem motivo...
2675,"Você me trocaria por um cigarro. E o pior, você nem fuma."
2676,Me salve do nada que me tornei
2677,Ela prefere enfrentar seus demônios sozinha
2678,Um depressivo se corta pra tentar fazer aquela dor física ser maior que a espiritual.Mas ele próprio sabe que a dor espiritual é bem maior.
2679,O que posso fazer se a maior parte do tempo penso em tirar minha própria vida?...
2680,"Você me diz tantas vezes que me ama, e não sei porque mas, não consigo acreditar em você..."
2681,Blue jeans ♥
2682,Não estou triste. Estou apenas cansado de não saber quando as coisas vão começar a dar certo para mim.
2683,"Vontade de tirar minha própria vida não falta. O que falta é coragem, sou uma pessoa covarde."
2684,Te ver online e ver que você não está falando cmg dói
2685,"Acho menos mal quando vejo que não sou a única que sente tudo que sinto, vendo os tweets de vcs♡"
2686,E hoje eu carrego marcas que nem o tempo poderão apagar
2687,Rumo a 2000 seguidores ♥
2688,"""Quem diz que me entende, nunca quis saber..."""
2689,"""- Ela se matou..  - Como assim? Até hoje de manhã ela estava bem! - Suicidas carregam sempre um belo sorriso.."""
2690,Só serei feliz se um dia eu parar de procurar minha felicidade nas pessoas
2691,"Um suicida nunca quer realmente se matar. E sim matar sua dor, sua tristeza..."
2692,Pelo o que eu vejo esse ano não será diferente
2693,Aquele momento que vc fica tenso de abrir a janela pra ler aquela msg da pessoa importante
2694,É tão difícil eu gostar de alguém... E quando eu gosto é de quem não liga pra mim.
2695,You make me wanna die
2696,"Ser ignorado por quem você ama, pior coisa."
2697,Não começarei o ano correndo atrás de ninguém.
2698,2014 passou mas não levou embora minha dor.
2699,Me devolva as horas que passei te respondendo nas redes sociais
2700,"Comecei o ano muito bem, perdi quem eu amava :c"
2701,"Tudo que eu preciso, eu preciso de você, mas simplesmente não posso ter você... -Green day"
2702,Pedi ajuda pra vida e ela riu da minha cara e me ofereceu um whisky
2703,Mas o amor devia existir pra nos fazer feliz somente.
2704,"E a dor é maior do que parece, quando ela se corta ela se esquece..."
2705,Nosso inferno é aqui. E os demônios somos nós.
2706,A cada dia a vontade de partir aumenta
2707,A cada dia mais sem esperanças
2708,A cada dia mais triste
2709,Que saudade de vocês meus seguidores queridos ♥
2710,"Ano totalmente decepcionante,eu não espero,eu necessito que o próximo sege melhor."
2711,"Porra, eu achei que ia dar certo, maldita vida má"
2712,Odeio sustentar uma felicidade falsa.
2713,"As vezes me pego pensando numa vida perfeita, oh céus, que mente ilusionista é a minha..."
2714,"E a dor é menor do que parece, quando ela se corta ela se esquece..."
2715,Sou do tipo de pessoa que demonstra amor com agressão verbal.
2716,"Procurando um caminho pra seguir, uma direção... RESPOSTAS"
2717,"Estranho... Um dia você significa tudo pra uma pessoa, no outro parece que nunca significou nada."
2718,Sabe quando você não se sente importante na vida de ninguém? Essa é a pior sensação.
2719,"Opto pelo orgulho, ele é o pingo de dignidade que me resta"
2720,Espero que pelo menos um plano meu de certo de ir no show do soad no rock in rio porque pqp seria muito foda <3
2721,Lembro-me muito bem daquele dia que eu estava desmoronando e você me consolou e disse que sempre estaria comigo.Mal eu sabia que era mentira
2722,O que te motiva? O que te faz viver? Tbm não sei.
2723,"O amor é uma volta, quando ele é pra você pode ir embora mas voltará, pode te fazer a pessoa mais feliz do mundo, como tbm pode te destruir"
2724,Talvez ela só precise de um abraço.
2725,"vida, vc já foi melhor"
2726,Cansei de sentir tudo isso
2727,"E quantas vezes vc expressou tudo que vc sentia aqui, com as lágrimas caindo do teclado..."
2728,"Mas até lá, terei que aguentar firme"
2729,Torço pra que um dia todo esse sofrimento acabe
2730,Quem me vê não acredita que sou depressiva
2731,Minha depressão chegou com tudo hoje
2732,"Tristeza não tem fim, felicidade sim."
2733,Acho que o twitter devia ter a opção ''editar publicação'' pq é foda errar o português e ter que apagar e tweetar dnv
2734,"Depois que você se acostuma a se decepcionar tanto, uma decepção a mais ou a menos começa a não fazer diferença. Mal chega a doer."
2735,Minha adolescência me frustou.
2736,"Ah, que saudades da época que eu era feliz e não sabia"
2737,Foda é ver a pessoa que vc ama amando outra
2738,"Porque da minha vida, já não espero algo bom."
2739,Odeio esse vazio que me consome
2740,Por você eu arrisco me foder no amor novamente
2741,Minha mente. Um tumulo de decepções.
2742,"Eu nunca disse que faria o que é direito, não se concerta o que ja nasce com defeito."
2743,Não estou sabendo lidar com minha vida. Como proceder?
2744,Por que tudo é mais dificil pra mim?
2745,Guardo meu bom senso pro meu tumulo.
2746,Pessoas vazias só sabem ser felizes rebaixando o próximo.
2747,"Não importa o feriado, sempre estarei em depressão."
2748,"Não é que sou quieta, é que não quero falar com vc mesmo"
2749,Somebory mixed my medicine
2750,@whychemical way down below way down below (8
2751,@bmtfuckingveil  estilo scene
2752,"Palavras são erros, e os erros são seus (8"
2753,"Nascemos, vivemos, e morremos. Qual é o sentido da vida?!"
2754,"Desculpe, o que só tenho a lhe oferecer é um pouco da minha dor constante"
2755,"Pode ir, tanto faz, não faz mas diferença vc ficar ou não."
2756,Fiz da minha vida um poço de melancolia
2757,Não encaro a morte como algo ruim. Acho privilegiante a chance que temos de descansar depois de tanto tempo vivendo uma vida complicada.
2758,"Cada problema mal resolvido marquei no meu braço, e olha, foram tantos..."
2759,Por que sua ausência não me faz mas diferença. Otário.
2760,E hoje me embriagarei de depressão e remédios
2761,"Eu tinha tanto a te dizer,pena que vc não queira nem saber,passou direto por mim,toda vida foi assim,mas tudo bem não tem nada não. -matanza"
2762,"E as vezes você precisa de uma coisa tão simples como um abraço, mas não tem."
2763,"Psicologicamente, depois de ser decepcionado tantas vezes, você começa a perder a esperança em tudo."
2764,"Não sei controlar o que sinto, mas sei esconder."
2765,E que ele respeite minhas esquisitices depressivas e morra de rir com meu senso de humor arrogante.
2766,a felicidade além de ser um sentimento é uma conquista
2767,Nada pior do que sentir ciumes de algo que não é seu.
2768,queria fechar os meus olhos e quando eu os fosse abrir vesse que tudo que vivi nao passou de um pesadelo.
2769,@DesabeiD oii amr
2770,Vontade de passar essas laminas no meu coração
2771,Porque enquanto minha vida não me ver morta ela não vai parar de acabar comigo.
2772,Que vida estressante e complicada.
2773,Mundo horrível gente desprezível a quem vou me justificar? .
2774,"Eu não sei se choro, se sumo, ou se fingo que estou bem. Ta foda."
2775,"Me amarro em terror, suspense, coisas da vida que faz valer a pena"
2776,Tudo que eu escrevo aqui e tudo o que realmente sinto. Mais de 1k de sentimentos...
2777,@drugsbfr  da sustos só
2778,"Difícil dormir quando seu quarto ta em silêncio, mas sua mente ta tão alta!"
2779,"Vai lá, me deixe, ja estou acostumada. Nem faz mais diferença um a menos um a mais."
2780,-Quando a depressão acaba?  -Quando ela acaba com você.
2781,Uma overdose de remédios pra depressão
2782,Hoje vou fazer o grupo no wpp com as pessoas que deixou o número se há mais alguém que queira entrar deixe seu número aí
2783,QUERO FZR UM GRUPO NO WHATS QUEM QUER ENTRAR DEIXE SEUS NÚMEROS AI
2784,Tento ser legal com as pessoas mas só me fodo com isso
2785,Desculpa mas não consigo agradar a todos. Aliás não consigo agradar ninguém .
2786,Pegue esse seu amor falso e enfia bem lá no fundo do seu cu
2787,Você me faz querer morrer. -the pretty reckless
2788,wifi com senha #Cite5CoisasChatas
2789,ter muito estilo mas ser pobre #Cite5CoisasChatas
2790,ter que ir pra escola 5 dias na semana #Cite5CoisasChatas
2791,visita de parentes #Cite5CoisasChatas
2792,escutarem musica ruim alta do meu lado #Cite5CoisasChatas
2793,Escutar bmth só pra minha revolta aumentar
2794,"Sem problemas, eu ja estou acostumada com esse negócio de ficar sozinha."
2795,"Embora as palavras pareçam firmes, tem algo vazio dentro delas. -linkin park"
2796,Dias nublados. Dias depressivos.
2797,Eles achando que são perfeitos pra me julgar
2798,Meus 20 melhores amigos estão num maço de cigarro
2799,"cade meus cigarros, hoje o dia ta dificil."
2800,Dai vc espera a guri te chamar e ele n te chama -'-
2801,Eu passo dias sorrindo e noites chorando.
2802,Aqui ninguém tem amigo nenhum
2803,Sorrir parece uma coisa tão simples... Porem tem sido um desafio eu praticar esse ato.
2804,Ter ''amigos'' e não poder desabafar : tão eu
2805,"Pobre menina que atrás de um sorriso tão belo, esconde um sofrimento que parece ser eterno."
2806,"sabe aquela sensação, de quando vc esta numa sala cheia de gente, mas ainda se sente muito sozinho?"
2807,Descontei em meus braços tantas coisas desnecessárias.
2808,"Vontade de dormir pra sempre. Não morrer, somente dormir."
2809,Em hipótese nenhuma te esquecerei. Você sempre sera minha saudade mais bonita. Minha decepção mais dolorosa. Até o resto da minha vida.
2810,Às vezes eu só queria reviver alguns momentos. Momentos que um dia foram importantes.
2811,"E quando eu estava triste, ninguem estava aqui cmg. Sofrer sozinho virou rotina, uma rotina muito triste."
2812,E finalmente deixei de pensar em você tanto assim
2813,"Um dia eu provarei pra eles que sou importante, um dia."
2814,estou cheio de ser vazio.
2815,"Suicídio? Não, eu já morri por dentro. Só que ninguém percebeu."
2816,"Não tenha medo de mim, eu só machuco a mim mesmo."
2817,Tenho o dom de afastar as pessoas de mim
2818,E derrepente todo mundo que dizia que nunca me deixaria me deixou
2819,"Preciso de gente que me faça bem, por que pra fazer mal já to cansado."
2820,Você sempre será minha depressão mais bonita
2821,"E quando chegar a noite, cada estrela parecerá uma lágrima."
2822,Queria ser do tempo onde o amor verdadeiro existia
2823,Lembranças servem para nos atormentar
2824,Passa o tempo passa gerações e só ficar pior
2825,A música me entende mais que pessoas ♥
2826,O dia passa horas se estendem as pessoas ao redor nunca me entendem  -cbjr
2827,Nos entristecemos por coisas tão fúteis
2828,Nada que uma amnésia não resolvesse
2829,"Sinto raiva de mim por eu te amar, sinto raiva de vc por não corresponder meu amor."
2830,Saudades e um sentimento mt fdp
2831,Noites servem pra vc pensar o quanto sua vida tá ruim
2832,Madrugada: lembranças
2833,Já pode pular pra parte onde sou feliz para sempre
2834,Quem quiser cvs no whats passe seu número   no msg direta
2835,Não importa se vc não queira sempre que a pessoa que vc ama cometer uma mancada vc vai ficar mal pra caralho
2836,"Pessoas são todas iguais,eles entram na sua vida pra destruí-la."
2837,"Essas marcas estarão cmg até o resto da vida,me lembrarão dos tmps ruins q era só eu e meu canivete,em q eu olhava pro teto implorando ajuda"
2838,"Não tenho amigos, não tenho auto estima, não tenho um amor, e ainda sobrevivo."
2839,"Pouca idade, mas tantas decepções"
2840,"Sinto falta de tantas coisas,de amizades que se foram,amores que se acabaram,dos meus sorrisos constantes..."
2841,"Talvez vc supere uma perda ou uma decepção que te machucou. Mas a cicatriz sempre estará em vc,e de certa forma ela será seu ponto fraco"
2842,"Aquela musica antiga que do nada toca e vc relembra tempos bons, tempos em que vc era feliz"
2843,Esse ano esta sendo uma bosta
2844,Porque de certa forma tentar esquecer ja é lembrar.
2845,Carência é foda
2846,Jovens aí ficando namorando e eu aqui sobrando acho que serei sozinha pra sempre
2847,É muito natural que eu não sinta bem
2848,"Coisas que eu faço sabendo que posso morrer, coisas que faço na hora que penso em você -matanza"
2849,"O problema é que eu sempre corro atras , parece que eu não aprendo."
2850,"Daí vc desabafa com a pessoa escreve um texto e ela responde só com ""é foda"""
2851,"Eu sinto saudade sabe, das pessoas que eu não me despedi, das coisas que se foram e certamente não voltarão mais."
2852,''Eu gostaria de ser aquele que não se importa com nada.'' -A7x
2853,"Quem diria né, depois de tantos planos e promessas juntos, cada um seguiria um caminho diferente"
2854,"Não sou bom o bastante, não importa o que eu diga ,ou faça."
2855,"Reclama que sou triste, mas não faz nada pra me fazer feliz."
2856,Sabe o que você fez com meu coração? Vc destruiu cara. Você me fez não querer amar mais. Satisfeito?.
2857,Eu podia estar dormindo mas há uma guerra na minha mente
2858,Se já chegou no ponto de olhar pro céu e implorar ajuda?
2859,Vida senta aqui vamos conversar. O QUE EU TE FIZ PRA VC SER ASSIM?
2860,A vida é uma caixinha de decepções
2861,Feridas mentais não tem cura. — Ozzy Osbourne
2862,"É foda cara, a vida parece que nunca me favorece."
2863,"as cicatrizes do meu pulso, não chegam nem perto das do meu coração"
2864,Veio se vc curte rock mais não se enfeita com tudo de banda chaveiro boné calça meia tênis de banda se tem meu respeito :')
2865,Histórias nossas histórias dias de luta dias de glória
2866,"''Tudo bem, eu to bem, sem você, sem amor, sem ninguém para disfarçar a dor..''"
2867,"Hoje nem faço questão de mais nada , meto foda-se em tudo e já era."
2868,"""nao fique triste"" nossa to muito melhor agora obrigado serio mesmo"
2869,"A vida não nos ensina a ser forte, ela nos obriga"
2870,Tenho fobia de pessoas que vai embora
2871,Acordar ja querendo dormir de novo pra não encarar a realidade e ter uma nova decepção
2872,Erro é você ficar pensando 24 horas em uma pessoa que não pensa em você nenhum segundo
2873,“Seja bem-vindo à Decepçolândia.”
2874,"Talvez eu tenha mudado sim, decepções fazem qualquer ser humano mudar,e é pra pior."
2875,"o cigarro é meu parceiro nas horas difíceis, ou seja, sempre."
2876,Ocupe-se. Mente vazia atrai lembranças.
2877,Vc me fez odiar o amor
2878,"vc tinha tdo pra ser a pessoa mais importante da minha vida, mas preferiu ser só mais uma dessas q chegam, fzem uma baguncinha e vão embora."
2879,"Todo mundo tem, alguem com quem estar junto... E eu não tenho nada."
2880,É a coisa mais dificil do mundo.. Desapegar-se de alguem que vc ama.
2881,"Se você se afastou de alguem, e esse alguem não correu atrás de vc, saiba que vc fez a escolha certa."
2882,"sabe a vida? então ela continua. sabe o tempo? então ele não para. sabe a dor? então ela um dia passa. sabe você? então, quem é vc mesmo?"
2884,É duro não ser nada na vida de alguém que é tudo na vida da gente
2885,É um mundo vazio cheio de gente solitária de amor
2886,"Eu não uso drogas, minha vida ja ta uma droga ,pq eu ia usar isso?"
2887,É mais fácil sorrir do que dizer o motivo pelo qual você está triste.
2888,Passem mais seus números
2889,Gente passem seus whats pra mim fazer um grupo foda
2890,"""Ele era tudo pra mim, e eu? Era mais um nome pra ele.""  - Anônima"
2891,- Por quê ela é tão quieta? - Porquê ela percebeu que ninguém se importava com o que ela dizia.
2892,Saudade sinto todo dia
2893,"Me acostumei a ser sempre segunda opção, e cara, isso dói."
2894,"Sim eu mudei, as decepções fazem você abrir os olhos e fechar bom coração"
2895,Eu entendo porque as pessoas me deixam Pq até eu no lugar delas faria o mesmo
2896,E um vazio sem fim que me consome e acaba com meus dias
2897,Não foram poucas as vezes que me senti um “tanto faz” na vida das pessoas.
2898,"'Do que adianta tentar salvá-lá, se ela já está morta por dentro?"
2899,Quero fazer um grupo no whats alguém quer entrar?
2900,"Talvez não seja uma fase, talvez essa sempre será a realidade da minha vida, eu querendo ou não."
2901,Odeio fingir que estou bem quando na vdd estou com vontade de por um fim nisso tudo
2902,"É solidão... Agora somos eu e você, tu e eu."
2903,Queria saber que dia em que aquelas felicidades que me desejaram no meu aniversário vão se realizar
2904,"Estou naquela fase da vida em que só consigo pensar em uma coisa, suicídio."
2905,Mundo horrível gente desprezível a quem vou me justificar?
2906,"Me faz feliz como ninguém, me faz triste como jamais fui."
2907,"Desculpe, é que não consigo ser forte o tempo todo"
2908,"Mantenha por perto as pessoas que faça você ficar bem, não que desejam que você fique bem"
2909,"Não sou bom pra se socializar, não sou bom pras pessoas, aliás não sou bom pra nada."
2910,"Sou tão sozinho, mas tudo bem."
2911,Aquela crise de surtos sentimentais que vem do nada.
2912,"As pessoas não choram pq o amor acaba.Elas choram pq ele continua, mesmo quando esta tudo acabado."
2913,Eu tento te esquecer mas tudo que eu escrevo é sobre você..
2914,"O amor, seja qual for, se não correspondido, dói."
2915,"Alguns colecionam livros,ja eu coleciono decepções"
2916,"É duro lidar com essa vida tão nova, mas tão complicada"
2917,"Quando ela se corta, ela se esquece. -clarisse"
2918,Hoje eu passo de frases deprimentes pra frases de um suicida
2919,"minha mente é como um abismo sem fim, aterrorizante e escuro, lá não existe uma luz"
2920,Eu odeio ficar sozinho. -BMTH
2921,"- como você acertou todas as questões de ""marque V para verdadeiro e F para falso""? - os verdadeiros eu sei quem são  fui aplaudido"
2922,Saudades a época em que você se importava comigo sdds
2923,"Hoje é meu aniversario ,pois é, quem diria eu ter chegado até aqui. Dias de luta dias de glória, parabéns pra mim."
2924,É incrível como um sonho pode ser destruído em um segundo
2925,Aquele momento que você tem uma crise de choro no seu quarto e você percebe que ninguém sabe o quanto você é realmente triste
2926,Esse twitter ta virando um facebook de tantos posts de imagens do que frases '-'
2927,"Não quero te prender, mas é foda te soltar.."
2928,"Dias ruins são necessários, para que os dias bons valem a pena"
2929,Sabe quantas vezes eu quis desistir? Quantas vezes eu pensei em dar um fim?
2930,"Eu preciso de alguém que suporte meus dias ruins, minhas crises, e que acima de tudo, fique."
2931,Imagine que louco eu conseguir ser feliz pelo menos por um dia
2932,"Há certas coisas que simplesmente não tem como esquecer, desculpe."
2933,-Qual é o seu problema? -Ah se fosse apenas um...
2934,@h4rrywanker  heuehuehe Vdd
2935,@h4rrywanker dps de system of a down :B
2936,Vivemos esperando dias melhores
2937,"Me perguntam pq não demonstro felicidade, respondo, pq um ser humano não consegue ver o outro feliz sem querer estragar isso."
2938,"Costumo desistir fácil das pessoas, porque pelo um ser humano não vale a pena lutar."
2939,Ja me acostumei com esses malditos altos e baixos
2940,"Se nem Jesus agradou a todos, é claro que não vou agradar"
2941,"E mesmo cansado da vida, você aguenta firme. Por algo, ou por alguém."
2942,"Sempre desprezamos quem nos ama, e valorizamos aqueles que nos desprezam."
2943,Há que saudade daquele tempo em que minha vida não era um peso em que havia sempre um sorriso no meu rosto
2944,Desculpa por ser incapaz de fazer uma pessoa feliz
2945,"Será que algum dia, alguém irá no meu caixão, com lágrimas nos olhos, pedindo pra mim voltar?"
2946,"aquela pessoa que vc pensa tipo: ""quem diria que te conhecer daria nisso tudo"""
2947,"Não é que eu sou uma pessoa fria... É que com as decepções, a gente aprende a não se entregar tanto as coisas."
2948,"E se você ficasse cego, continuaria julgando as pessoas pela aparência? -Racionais MC's"
2949,Inteligente é aquele que para de dar corda a algo que não tem futuro
2950,— Seu quarto é uma bagunça...  — Você precisa ver minha vida.
2951,Um dia sem você é triste.
2952,Tenho orgulho de mim. Nunca precisei ferrar com a vida de ninguém para me sentir melhor.
2953,tô quase enviando a palavra AMOR pra 48022
2954,"Você poderia ser tudo na minha vida, mas optou nao ser nada"
2955,"querido twitter, às vezes eu preciso de mais de 140 caracteres para expressar o que há na minha mente."
2956,"Solidão não se cura com o amor dos outros, se cura com amor próprio."
2957,@VibePositiva me indica?
2958,"Não planejava sentir alguma coisa por você, mas aconteceu. Sinto muito por isso."
2959,@fckwayz sim ;3
2960,@fckwayz  tbm algumas do pearl jam
2961,"@fckwayz  tbm ouço my immortal quando to depre, tmj"
2962,Essa vida só pode estar de sacanagem cmg cara só desgraças acontece
2963,"Aquela pessoa que vc ama,te magoa,vcs ficam sem se falar, vc jura pra si mesmo que n falaria mais com ela,ai ela te chama e vc fala com ela"
2964,"O amor é uma viagem, valeu pela carona"
2965,"Desculpe, meu coração não é um show de humor onde você pode entrar, fazer suas palhaçadas e ir embora"
2967,''Só é triste quem  quer'' ah claro eu amo tomar no cú
2968,"""adianta ganhar na loteria e não ser feliz no amor?"" ADIANTA, CLARO QUE ADIANTA"
2969,"Fora o inverno e o tempo ruim, eu não sei o que espera por mim. -Matanza"
2970,É difícil ter que desistir de coisas que te fizeram bem um dia.
2971,Será que eu sou uma pessoa tão esquecível assim?
2972,"Tentamos nos conformar com nossa vida, tentamos nos acostumar com as decepções, mas no fundo...não dá."
2973,"''Sei lá, eu só queria ser correspondida no amor que dou pras pessoas; mesmo sabendo que elas não merecem.''"
2974,"''Eu ainda estarei pensando em você, quando ninguém mais estiver.''  — Guns N' Roses."
2975,“As pessoas que mais amamos são as que mais nos magoam.”
2976,"já perdi as contas de quantas pessoas já desistiram de mim, até eu já desisti de mim."
2977,"a pessoa fica estranha, vc não pergunta o que foi e fica estranha tb, as 2 tão estranhas sem perguntar nada, vc desiste de viver com humanos"
2978,— Qual é o seu problema?   — Se pelo menos houvesse só um.     — A Culpa é Das Estrelas
2979,"ao invés de aparecer na msg ""visualizada"" podia aparecer ""to nem ai pra vc trouxa"""
2980,Se viver fosse bom eu não teria nem nascido
2981,Se isso aqui não for o inferno então eu não sei o que é.
