,username,tweet,link
1084,brunoccl,Mas antes fiz um mega discurso sobre diagnóstico de depressão e o uso de anti-depressivos,https://twitter.com/brunoccl/status/577246988309237760
1085,meninodaniel_,@Deborapqsim to só esperando a consulta na psicóloga pra ela oficializar o diagnóstico de depressão,https://twitter.com/meninodaniel_/status/576763082782973952
1087,whyjorjawhy,Diagnóstico de depressão: não consegui comer mais que a metade da marmita,https://twitter.com/whyjorjawhy/status/572766503554166784
1088,everyou1d,diagnóstico de depressão #VoteFifthHarmony #KCA pic.twitter.com/7huMQAb7Pn,https://twitter.com/everyou1D/status/571133579113078785
1089,o__oyg,"@derradwechsel e mesmo pra quem tem diagnóstico de depressão, o remédio não representa cura, né? Ele seria um apoio pra você começar a sair?",https://twitter.com/O__Oyg/status/570404171859550208
1090,courtnelov,olha num so nem um pouco obrigada a da uma de professora helena pra ensinar como uma pessoa com diagnostico de depressão age,https://twitter.com/COURTNELOV/status/570011075355258880
1091,edineidesrneves,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/EdineideSRNeves/status/569158765548855296
1092,alinessimas,"E com essa notícia d' O Globo só confirma meu diagnóstico de depressão. Depressiva, porém cas séries em dia (quase em dia, na verdade).",https://twitter.com/alinessimas/status/560806568502247424
1093,louysehoran,Apesar do diagnóstico de depressão que me deram eu não acreditava Até esses dias... Quando viver fica a cada dia mais insuportável... -.-,https://twitter.com/Louysehoran/status/559935410902949888
1094,larryisdrunk,vo arranjar alguma coisa p fazer amanha senao minha mae me interna em um clinica com diagnostico de depressao,https://twitter.com/larryisdrunk/status/555912684445921280
1095,youngheeyah,"@bapew ter q trocar, é o jeito. Foda q nem diagnóstico de depressão eu tenho, vai ver é o remédio q tá me deixando assim.",https://twitter.com/youngheeyah/status/555569885120454656
1096,katewitxh,@myujiseu eu não confio em psicólogas nesse assunto não eu tenho um diagnóstico de depressão profunda desde que era mais nova e minha +,https://twitter.com/katewitxh/status/553940912578232320
1097,flitp28,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/flitp28/status/553895938113036290
1098,fatoscrazy1,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/FatosCrazy1/status/553177711624355841
1099,edwilsonuchoali,DIAGNÓSTICO DE DEPRESSÃO Laudo de médico particular vale para aposentadoria  O Tribunal Regional Federal da 4ª...  http://fb.me/1vHkJ4zHs ,https://twitter.com/EdwilsonUchoaLi/status/552939029205753856
1100,santovittiver,@vittidarumtiro kkkkkkkkkkkkkk boatos que ele estava quase com diagnóstico de depressão !,https://twitter.com/santovittiver/status/552327656747061249
1101,lachnoise,"como assim eu tenho diagnóstico de depressão e não sabia, que absurdo",https://twitter.com/lachnoise/status/537284067465895936
1102,lopes_md,"Excelente aula, hoje no Hospital das Clínicas. Palestrante canadense, falando de biomarcadores para o diagnostico de depressão.",https://twitter.com/lopes_md/status/536988856172965888
1103,edernordini,"@anabeatrizpsi Obrigado. Pois tenho o diagnóstico de depressão, mas gostaria de um outro parecer. GRATO",https://twitter.com/EderNordini/status/533984263893311489
1104,jcolet,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/JCOLET/status/533042232329506816
1105,vegaslightxs,"Esse diagnóstico de depressão que me deram ainda me assusta um pouco, tsc",https://twitter.com/vegaslightxs/status/531970166884945920
1106,_caaah_s2,"Em maio eu recebi um diagnóstico de depressão leve, desde então nunca precisei tomar antidepressivos porém eu sinto que isso vai ter que+",https://twitter.com/_caaah_S2/status/530809073403691008
1107,thpj_,parece eu e meu diagnóstico de depressão  pic.twitter.com/eBlqvYmsp3,https://twitter.com/thpj_/status/529390404832358400
1108,spearssbeetch,daí a mulher me dá um diagnóstico de depressão,https://twitter.com/SpearssBeetch/status/527604454053670912
1109,yeollie61,qnd eu vejo que a maioria do pessoal aqui do tuiter tem diagnostico de depressao eu me sinto mt menos estranho,https://twitter.com/yeollie61/status/525888374499180544
1110,joaonavajas,Diagnostico de depressão : os sinais e sintomas podem enganar e não ser depressão.  http://fb.me/6NpuJYUu5 ,https://twitter.com/joaonavajas/status/525624434951204866
1111,_mileao,"@CorujaoEsporte voltei a me exercitar após 1 diagnóstico de depressão. Alem do bem físico, ha um beneficio emocional. Outra vida.",https://twitter.com/_mileao/status/525144790120546304
1112,llubittencourt,"@FernandaCisdeli Hahahahahahahahaja eu fiz diagnóstico de depressão???? Ah gente, me poupe.",https://twitter.com/llubittencourt/status/524569687662014465
1115,contaxart,DESENVOLVIDO O PRIMEIRO TESTE PARA DIAGNOSTICO DE DEPRESSÃO MAIOR EM ADULTOS. O teste também prediz quem vai se...  http://fb.me/6MFsC5qg7 ,https://twitter.com/ContaxArt/status/514548436474286080
1116,vi5t8r,Vc fala que n tá afim hj e a pessoa te DÁ UM DIAGNÓSTICO DE DEPRESSÃO kkkkkkkkkkkkkkkk se formou aonde gato? Medicina na uniabeu?,https://twitter.com/vi5t8r/status/513685349705736194
1117,wallykastro,E tudo que eu não precisava era de um diagnostico de depressão.aff,https://twitter.com/wallykastro/status/512955023123574785
1118,_carlasbsousa_,quinta tenho consulta e espero um diagnóstico de depressão pós-férias e um atestado de uma semana no mínimo.,https://twitter.com/_carlasbsousa_/status/512687416415506433
1119,rudsfrias,"além de receber outro diagnóstico de depressão, ainda ter que lidar com tanto problema já me sufocou demais. só quero ir embora.",https://twitter.com/RudsFrias/status/511707678872457216
1120,lulixx511,"@FactBR n°de pessoas deprimidasFrança,PARECE alto->médicos erram frequentemente e reportam diagnóstico de depressao?ou dados de farmacias?",https://twitter.com/lulixx511/status/508059573270614016
1121,jorcamilotti,Cada vez que vocês brincam com um diagnóstico de Depressão um filhote de Pug morre.,https://twitter.com/jorcamilotti/status/507890156721168385
1122,luisanunes,Vanessa recebeu diagnóstico de depressão... Quero dar um abraço nela :(,https://twitter.com/luisanunes/status/507311906009657345
1123,itssamaras,"Se eu for no psicólogo, ele vai me dá um diagnóstico de depressão só de olha pra minha cara preocupada com a vida.",https://twitter.com/itssamaras/status/506996120107896832
1124,vaini_,"Cheguei no psiquiatra bem...saí de lá com diagnóstico de; depressão,toc,perfeccionismo,irritabilidade e distúrbio do sono.",https://twitter.com/vaini_/status/506980822675902465
1125,laliluna4,COMEÇOU a primeira parte do meu diagnóstico de depressão,https://twitter.com/Laliluna4/status/506237899676082176
1126,mazzeiedson,10 músicos com diagnóstico de depressão ou outros transtornos - Música - iG  http://ultimosegundo.ig.com.br/cultura/musica/2014-08-30/10-musicos-com-diagnostico-de-depressao-ou-outros-transtornos.html … via @ultimosegundo,https://twitter.com/MazzeiEdson/status/506236018790391808
1127,alemao_marau,Últimas Notícias - 10 músicos com diagnóstico de depressão ou outros transtornos  http://ow.ly/2MFXIl ,https://twitter.com/alemao_marau/status/505718630970306562
1141,marlonluan,10 músicos com diagnóstico de depressão ou outros transtornos,https://twitter.com/MarlonLuan/status/505709633647173633
1143,ultimosegundo,10 músicos com diagnóstico de depressão ou outros transtornos  http://ift.tt/1ptlXpY ,https://twitter.com/ultimosegundo/status/505708843255758848
1145,bolinha_branca,Meu maior medo a respeito de receber um diagnóstico de depressão/bipolaridade é de me escorar nisso e usar como desculpa pra tudo.,https://twitter.com/bolinha_branca/status/503229000790335488
1146,raquelsabat,"Errado ne ""@verossimil: A regra é clara: se cogito auto-diagnóstico de depressão, depressão provavelmente não tenho.""",https://twitter.com/raquelsabat/status/503228246461534208
1147,cristianoolive,Diagnóstico de depressão  http://pocket.co/sLXSq  #depressão #Bemestar #saúde,https://twitter.com/CristianoOlive/status/501661544338685952
1148,alanperacci,Diagnóstico de depressão:  http://ln.is/com.br/y0WqW ,https://twitter.com/alanperacci/status/501421850338275329
1150,lelealarcon,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/Lelealarcon/status/501234944379600896
1151,crisbellamoda,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/CrisBellaModa/status/501200793337217024
1153,pablocaires,"Só pra constar: quem faz o diagnóstico de depressão é um médico, não o paciente.",https://twitter.com/pablocaires/status/498980007968907266
1154,panzluv,Diagnóstico de depressão,https://twitter.com/panzluv/status/492417247131222016
1155,eusouterrivel,Diagnóstico de depressão pós Copa.,https://twitter.com/EuSouTerrivel/status/490923238760140800
1156,julinhaindigo9,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/JulinhaIndigo9/status/489612628285616129
1157,annalaura_ss,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/annalaura_ss/status/488889620742959104
1158,whysodemes,"Globo G1: ""O jogador Neymar acaba de ser internado na clínica Timberline Knolls por ter apresentado diagnóstico de depressão pós-copa.""",https://twitter.com/whysodemes/status/486612287105826817
1159,maspqmayara,um diagnostico de depressão por favor quero ficar em casa dormindo até o final do inverno,https://twitter.com/maspqmayara/status/482128300987674624
1160,brualfama,Gripe e tpm é quase que o diagnóstico de depressão,https://twitter.com/brualfama/status/480758271473876992
1161,lee95ty,"@XSky91 não, eu não quero ser levado pra psicologo de novo, não quero receber o diagnostico de depressão de novo, fim.",https://twitter.com/LEE95TY/status/477686000085647360
1162,booblines,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.  #SelenaForMMVA",https://twitter.com/Booblines/status/477225620326584320
1163,escutaanalitica,""" Encontramos um excesso de diagnóstico de Depressão. A quem isso interessa? "".",https://twitter.com/EscutaAnalitica/status/471666211743600642
1164,bestmsitake,"Eu apaguei as velas, mas não vou vê a surpresa estou esperando meu diagnóstico de depressão",https://twitter.com/bestmsitake/status/465266042621947904
1165,morenadoagreste,Alternando eternamente entre o diagnostico de depressao ou sedentarismo,https://twitter.com/morenadoagreste/status/459437931103399937
1166,ousadaoo,Só falta eu ir no médico pra ele me dar o diagnóstico de depressão mesmo kkkkk,https://twitter.com/ousadaoo/status/456222516219248640
1168,farma_curiosa,Pesquisa descobre que hormônio do stress pode indicar risco de depressão  O diagnóstico de depressão é feito...  http://fb.me/6u4Jd5nuc ,https://twitter.com/Farma_curiosa/status/443086241773666304
1169,farma_curiosa,Pesquisa descobre que hormônio do stress pode indicar risco de depressão  O diagnóstico de depressão é feito...  http://fb.me/1inFf6mq3 ,https://twitter.com/Farma_curiosa/status/443086165407985664
1170,layscomyta,"Estou pessimista, com um diagnostico de depressão, minha vida está um caos! Pior ano da minha vida.",https://twitter.com/layscomyta/status/441023570320162818
1171,layscomyta,O cara conversa cmg durante 2 hrs e me sai com um diagnostico de depressão. OK,https://twitter.com/layscomyta/status/440867042975956992
1172,silcervantes,"MUITO TRISTE AQUI, ACABO DE SABER QUE UMA COLEGA DE TRABALHO VEIO A FALECER ... TINHA O DIAGNÓSTICO DE DEPRESSÃO?...  http://fb.me/3kBbjk8Wj ",https://twitter.com/SilCervantes/status/439921003851161600
1175,jorgeandrejobim,Jorge André Irion Jobim: DIAGNÓSTICO DE DEPRESSÃO. LAUDO DE MÉDICO PARTICUL...  http://ln.is/jobhim.blogspot.com/FGOTc …,https://twitter.com/jorgeandrejobim/status/437804307845771264
1176,faelfaguirre,mas quando sua namorada ta com diagnostico de depressão você faz qualquer coisa pra fazer ela sorrir,https://twitter.com/faelfaguirre/status/436662151408017408
1177,nanda_ramos,"DIAGNÓSTICO DE DEPRESSÃO:  1) Estado deprimido: sentir-se deprimido a maior parte do tempo, quase todos os dias;...  http://fb.me/28eOFqZKu ",https://twitter.com/Nanda_Ramos/status/436315856994586625
1178,estimulacao,"O diagnóstico de depressão é feito somente com base nos sintomas clínicos de um paciente, que incluem tristeza na...  http://fb.me/33oJdC2uK ",https://twitter.com/estimulacao/status/436179889763282944
1180,milaspower,ouvindo when i was your man e sentindo os cortes nos meus pulsos sendo feitos e o diagnóstico de depressão na minha frente,https://twitter.com/milaspower/status/434438366650585088
1181,cellynogueira,"Diagnóstico de depressão, segunda-feira",https://twitter.com/cellynogueira/status/427722878772318208
1183,vittipirada,"e quem diria, que vc tem diagnostico de depressão....  pic.twitter.com/vOgP3YH656",https://twitter.com/vittipirada/status/426748046995505152
1185,magxlhaes,"ontem falei p mim mãe sobre o diagnostico de depressão e oq ele misturou c o remedio e ela disse ""reza por ele p ele n sair q nem o chorao""",https://twitter.com/magxlhaes/status/426674565893197826
1186,belongcams,"caralho depois dele sair da prisão ja vem diagnostico de depressão há 5 meses, o que ta acontecendo",https://twitter.com/belongcams/status/426456270971756544
1188,_incompreendida,"As pessoas entram no meu quarto, me veem chorando e eu tenho que explicar o porquê do choro para não me darem o diagnóstico de depressão.",https://twitter.com/_incompreendida/status/426098741641478144
1189,sonhandobobagem,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/SonhandoBobagem/status/422374866486956032
1190,drecustodio,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/drecustodio/status/421225388304371712
1191,wolfandbone,Começa o ano pegando  diagnóstico de depressão dupla SIM,https://twitter.com/wolfandbone/status/418716202567860224
1192,nymphetaminnne,@AGaabrieel e isso é variante de pessoa pra pessoa na propria depressão. Mas o que TODO mundo que tem o diagnostico de depressão PRECISA,https://twitter.com/nymphetaminnne/status/417462933824614401
1193,_tretagem,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/_tretagem/status/414030628107984896
1194,ouchmalfoy,"@ffairchilds QUE LIVRO SOFRIDO! quando sair o meu diagnóstico de depressão, vou mandar a conta do tratamento pra Cassandra",https://twitter.com/ouchmalfoy/status/413456355052494848
1195,ralphlulaneon,A pessoa vem dizer que a outra está depressiva simplesmente porque a pessoa é introvertida. Quem é você para dar diagnóstico de depressão?,https://twitter.com/ralphlulaneon/status/411335963605237760
1196,rosaniacristin2,"@GISELASAVIOLI @drsavioli Tenho um filho com diagnostico de depressão profunda, chamei para assistir a palestra,  esta aqui no sofá dormindo",https://twitter.com/rosaniacristin2/status/407116877173776384
1197,tatudonormal,"Convivo com o diagnóstico de depressão há 5 anos, e entre períodos tranquilos e fases ruins já aprendi muita coisa, mas parece que falta mto",https://twitter.com/tatudonormal/status/403345111842447360
1198,suzanameirelles,O Instituto de Ensino e Pesquisa do HCor e o HCor Neuro estão recrutando pacientes com diagnóstico de Depressão  pic.twitter.com/8xKGrkiSQk,https://twitter.com/suzanameirelles/status/401175995727622144
1199,rorizck,Eh triste qnd vc le os criterios p diagnostico de depressao no seu DSM e vc se enquadra....,https://twitter.com/RorizCk/status/398195970535456768
1200,vanialmmarinell,Valentim Gentil Filho fala do estresse no diagnóstico de depressão  http://fb.me/3k1zpi3wW ,https://twitter.com/VaniaLMMarinell/status/397840727662546944
1201,tuudibaao,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/tuudibaao/status/396329576428630018
1202,diinshtsvarzh,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/diinshtsvarzh/status/394542770141937664
1203,sucidal_girl_,"o médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes",https://twitter.com/sucidal_girl_/status/393575935158403072
1204,unisanta_online,Aumenta diagnóstico de depressão entre jovens.  http://dld.bz/cSHAS ,https://twitter.com/unisanta_online/status/392708212207931393
1205,poxaanaanda,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/poxaanaanda/status/391670269661564928
1206,bicicreta,"@SeuAssis @Jota_Bosco então, TPM é meio que comum, mas como eu tenho diagnostico de depressão juntava tudo e ficava uma bosta. A oscilação",https://twitter.com/bicicreta/status/391654893951668225
1207,oestraichs,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/oestraichs/status/391643606118711296
1208,jgp29,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/jgp29/status/390206585600880640
1209,itsirongirl,"e chegamos ao diagnostico de depressão ... q bom, é tudo q eu precisava ouvir mesmo ...",https://twitter.com/ItsIronGirl/status/388733009093865472
1210,darkmoon_kc,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/darkmoon_kc/status/388058322496008192
1211,lucassantiagos1,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/lucassantiagos1/status/387284110437130240
1212,tchul_tchul,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/tchul_tchul/status/387222018875076608
1213,lorennncardoso,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes",https://twitter.com/Lorennncardoso/status/386145150084190208
1214,wesleygaara,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/wesleygaara/status/385165691588202496
1215,cherrymayfair,"Ouvir Ane Brun a essa hora você meio que já se dá um diagnóstico de depressão, porque né.",https://twitter.com/cherrymayfair/status/384148424091643906
1216,estreladourada,"Psiquiatra me deu diagnóstico de DEPRESSÃO, #BandaCalypsoNoAltasHoras, quando contei pra ele que faz 2 meses que n vejo Joelma e Chimbinha",https://twitter.com/EstrelaDourada/status/384134438294016000
1217,renaron,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes. kkkkkkk nada a ver nehh kkkk",https://twitter.com/renaron/status/383556478059044865
1218,nathanylimafc3,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/NathanyLimaFC3/status/383394714071728129
1219,belaa_melo,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/belaa_melo/status/383387311808860160
1220,fc_seumanel,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/FC_SeuManel/status/383383329141428224
1221,leonwess,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes",https://twitter.com/LeonWess/status/383250597354274816
1222,leandrovssg,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia ''Maria do bairro e Marimar'' todas as tardes.",https://twitter.com/leandrovssg/status/383216094871560192
1223,sintaa2013,"Idosos e depressão Buscamos pacientes voluntários a partir de 60 anos com diagnóstico de depressão, já em...  http://fb.me/1w2ewkq2i ",https://twitter.com/SINTAA2013/status/383182945982623744
1224,laizasomell,"faltam 3 dias pra meu diagnostico de depressão se concluir, to perdida -sqn",https://twitter.com/LaizaSomell/status/383026240241676288
1225,tamyhead,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/Tamyhead/status/382908458091421697
1226,tuirerlindro,"O médico me deu o diagnóstico de depressão, quando eu disse a ele que assistia novela mexicana todas as tardes.",https://twitter.com/tuirerlindro/status/382630110991364096
1227,_rainhaoficial,Estou apresentando humor depressivo e irritabilidade. Dois principais cirtérios para o diagnóstico de depressão. Vou me analisar.,https://twitter.com/_rainhaoficial/status/381527163406536704
1228,angieso,Psicologia USP - O diagnóstico de depressão  http://fb.me/1K0sEzJfL ,https://twitter.com/angieso/status/378323238746472448
1229,adilsonrodrigo1,O DIAGNÓSTICO DE DEPRESSÃO  Maria Josefina Sota Fuentes Rodrigues - Instituto de Psicologia - USP  Investiga-se o...  http://fb.me/1VbfTDlLA ,https://twitter.com/adilsonrodrigo1/status/378298108385710081
1230,einsteinzombie,"A cada 40 segundos uma pessoa se mata e pra cada uma 10 tentam. A maioria ja tem diagnostico de depressao ou psi...  http://diversao.terra.com.br/gente/delegado-chorao-teria-pedido-para-champignon-assumir-vocais-do-charlie-brown,faf58b6a2a311410VgnVCM3000009acceb0aRCRD.html# …",https://twitter.com/EinsteinZombie/status/378260508341989376
1231,whyyclifford,"""O diagnóstico de depressão requer a presença de cinco ou mais dos seguintes sintomas que incluam obrigatoriamente...""",https://twitter.com/whyyclifford/status/378110434257027072
1232,tarlouze,AUMENTO DE DIAGNÓSTICO DE DEPRESSÃO GERA ALERTA SOBRE REMÉDIOS - Roni Caryn Rabin | @scoopit via @anisionogueira  http://sco.lt/6aknZp ,https://twitter.com/tarlouze/status/377723665594716160
1233,rvitoi,gente com diagnóstico de depressao e/ou transtorno de personalidade largam na frente.,https://twitter.com/rvitoi/status/376570330447224832
1234,rafaelcontex,Posso dizer que @portadosfundos @portadosfundos  esta com o diagnostico de depressão graças a vcs minha vida esta sendo melhor valeu mesmo,https://twitter.com/Rafaelcontex/status/374717986827165696
1236,romulohll,Um psicólogo certamente me daria o diagnóstico de depressão... por isso não vou em um rs,https://twitter.com/romulohll/status/370658663901315072
1237,halfpap,@anabeatrizpsi #Sorria Gostaria d ter feito 1filmagem registrando desde meu diagnóstico de depressão em 94 até hj p/eu analisar as mudanças.,https://twitter.com/halfpap/status/369911932075405312
1238,babidobrasil,"Bom dia, amigos!!! Preciso dizer que as coisas não têm dado muito certo e estava me deixando mal e com diagnóstico de depressão, mas...",https://twitter.com/BabiDoBrasil/status/368005711969529857
1239,http_franz,@za_nella Mas ela te deu um diagnóstico de depressão?,https://twitter.com/http_franz/status/367094989035028481
1240,indercover,"#confissoesdamadrugada tenho diagnostico de depressao, mas nunca contei pra ngm so pra familia",https://twitter.com/indercover/status/365673742245969921
1241,jlkyo,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/JLKyo/status/365297516738121729
1242,desmunhecado,diagnóstico de depressão após tirar a camisa,https://twitter.com/desmunhecado/status/365180800158810112
1243,he_lene18,Quero meu diploma de medicina pq diagnóstico de depressão pra cada um que entra no consultório eu tb dou. E ainda medico. Tem google.,https://twitter.com/He_lene18/status/360500938567458816
1244,nilnews,#Saúde: Hospital Moinhos de Vento seleciona pacientes com diagnóstico de depressão para participar de estudo...  http://fb.me/2cnA5ne2p ,https://twitter.com/nilnews/status/354350179392028673
1246,generalizo,@rodrigues_ *critério diagnóstico de depressão maior*,https://twitter.com/generalizo/status/348962831686848512
1247,rdrumond73,"@andarilhor @nathrigatti  O psicólogo trata a parte de terapia , diagnostico de depressão , transtorno obsessivo compulsivo etc ,...",https://twitter.com/rdrumond73/status/347751437301870592
1248,bebelsuell,Ela mata. Acredite. Hj uma gd pessoa se foi por conta dessa doença. =( Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/BebelSuell/status/345374270542721024
1249,alealepalooza,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/alealepalooza/status/341674009550790656
1250,mfcouto,Diagnóstico de depressão:  http://drauziovarella.com.br/drauzio/diagnostico-de-depressao/ …,https://twitter.com/mfcouto/status/339204218911088643
1251,pabloalbuquerq,Diagnóstico de depressão  http://fiquedeboa.com.br/diagnostico-de-depressao/ …,https://twitter.com/pabloalbuquerq/status/339100590930010112
1252,pabloalbuquerq,Diagnóstico de depressão -  http://fiquedeboa.com.br/diagnostico-de-depressao/ … pic.twitter.com/hpjMazEIUQ,https://twitter.com/pabloalbuquerq/status/339100254563606528
1253,gustavismos,"Eu falo sobre diagnóstico de depressão e uma filha da puta me da reply ""kkkkkkkkkkkk"".",https://twitter.com/Gustavismos/status/337962258518921217
1254,eltonbcastro,"É como querer denunciar exagero no diagnóstico de depressão dizendo que depressão não existe. TDAH existe, como transtornado sei bem.",https://twitter.com/eltonbcastro/status/337584826293035008
1255,brisabei,"""Agora, após duas semanas, mesmo em luto, o paciente poderá receber diagnóstico de depressão."" Osso.",https://twitter.com/brisabeI/status/334704772286398464
1256,portalrius,Rius - Manual muda diagnóstico de depressão  http://fb.me/25x0ZwLjT ,https://twitter.com/portalRIUS/status/334702397832187905
1257,portalrius,Manual muda diagnóstico de depressão  http://lnkd.in/xq_KT2 ,https://twitter.com/portalRIUS/status/334702182135910401
1258,portalrius,Rius - Manual muda diagnóstico de depressão  http://rius.com.br/artigo.php?sessao=Informacao&categoria=Saude&titulo=Manual-muda-diagnostico-de-depressao&id=17768 …,https://twitter.com/portalRIUS/status/334701945392607232
1259,famarianno,"Bíblia da psiquiatria muda diagnóstico de depressão e amplia nº de doenças (via G1). ""Num tendi""! =/",https://twitter.com/Famarianno/status/334690981502939137
1260,evancsantos,"@plsfletcher faz parte dos diagnostico de depressão mas ela não é somente da depressão, pois mulher quando tem TPM tem alteração de humor",https://twitter.com/evancsantos/status/331254880599687168
1261,carolcofre,"Tô escutando Cazuza, isso é diagnóstico de depressão?",https://twitter.com/carolcofre/status/328677464006094849
1262,danillovsky,"Diagnostico de depressão, bjs mundo.",https://twitter.com/danillovsky/status/323461525417373696
1263,samuelkempp,DIAGNÓSTICO DE DEPRESSÃO  http://fb.me/NVjRHNHP ,https://twitter.com/SamuelKempp/status/323178952929734656
1264,plebeu1,"@Su_haila Sei que sou antiquado, mas pra mim começar uma frase com ""minha terapeuta"" já é quase um diagnóstico de depressão.",https://twitter.com/plebeu1/status/322725859217784832
1265,hellengomes,"Receber esse diagnóstico de depressão, ataques de pânico e crises de ansiedade só me fez ficar mais deprimida.",https://twitter.com/hellengomes/status/320254238703902720
1267,francisco251269,TESTE PARA A DEPRESSÃO NA ADOLESCÊNCIA  Imagine que passaria a ser possível fazer o diagnóstico de depressão na...  http://fb.me/1CrRfKqtn ,https://twitter.com/francisco251269/status/319094749426491392
1268,cleideabade,#8FatosSobreMim 1. Tenho uma história de milagres q mtos ñ conhecem ainda. 2.Superei um diagnóstico de depressão usando minha fé em Deus.,https://twitter.com/CleideAbade/status/317320414739185665
1269,_daveemaycry,"@_AngelsHunter Diagnostico de depressão, normal, vou acostumar com isso mais pra frente ou não...",https://twitter.com/_daveemaycry/status/310084533993218049
1270,clinicaplenna,Como é feito o diagnóstico de depressão?  http://ow.ly/isWsq   http://fb.me/2gRJgIMPD ,https://twitter.com/ClinicaPlenna/status/309726593704673281
1271,leonildocosta30,"DEPRESSÃO: De cada dez pessoas que procuram o médico, pelo menos uma preenche os requisitos para o diagnóstico de depressão.Dráuzio Varella.",https://twitter.com/leonildocosta30/status/309494423274795009
1272,snriss,"Nosso organismo tem seus mistérios, seus truques, nao confie num diagnostico de depressão ou outra condição...  http://fb.me/FsZ372Qe ",https://twitter.com/snriss/status/307945045305212929
1273,lucienyrox,@g1bemestar  eu fui ao medico para tratar refluxo estomacal e ele me passou diagnostico de depressao . Luciene de Mg,https://twitter.com/Lucienyrox/status/307114788662689792
1274,souadanidocap,@g1bemestar O que fazer quando for dado o diagnostico de depressão a um paciente e ele se recusar de qualquer tipo de ajuda? está difícil!,https://twitter.com/souadanidocap/status/306774357382926338
1275,alfredohalpern,Para fazer o diagnóstico de depressão endógena é necessario excluir as causas orgânicas de depressão!,https://twitter.com/alfredohalpern/status/306019955579711488
1278,ch3rrybomb,To com diagnóstico de depressão pós nada,https://twitter.com/ch3rrybomb/status/300042490898182145
1279,prozac_virtual,O diagnóstico de depressão requer a presença de cinco ou mais dos seguintes sintomas que incluam obrigatoriamente...  http://fb.me/2q9eGi1Dd ,https://twitter.com/Prozac_Virtual/status/299157491974037506
1281,intransponivel_,Dando uma olhada nos meu documentos achei o papelzinho da psicologa com diagnostico de depressão reativa. Lembra @thayna_sb ?  kkkkkkkkkkkkk,https://twitter.com/Intransponivel_/status/296279510825971714
