,username,tweet,link
2283,brunasurur,"Eu não fui diagnosticado com depressão, mas eu devo ter, e também é o destino, eu tenho que sofrer — não fala isso po, ngm merece sofrer :(  https://curiouscat.me/suris/post/263003719?1514171898 …",https://twitter.com/brunasurur/status/945131615172390912
2300,itscabellocutie,e recentemente fui diagnosticado com depressão,https://twitter.com/itscabellocutie/status/941153788198604800
2310,valdirostetti,"Exatamente a 4 meses atrás, eu fui diagnosticado com depressão, eu me lembro que eu fiquei 3 semanas sem comer, perdi 17 quilos nesse período, eu saia da escola, me trancava no quarto e ficava chorando lá",https://twitter.com/valdirostetti/status/937705062314467328
2311,pettesampson,"Até que ficou inviável né, mas em 2014 voltei a fazer por estar mal, já no meu convênio que cobre o tratamento, e foi aí que fui diagnosticado com depressão e ansiedade, mas ainda gastei pra caramba com os remédios que foram receitados.",https://twitter.com/pettesampson/status/937508433351315456
2313,jameswilkerrr,"Quando fui diagnosticado com Depressão, foram 247 ""amigos (as)"" que me abordaram de alguma forma e me deram boas palavras e conforto, já hoje, nem consigo completar a mão direita, o que me entristece muito, muito mesmo.",https://twitter.com/JamesWilkerrr/status/936792261513297920
2318,luscatks,Pensando em Quitar nao aguento mais Essa vida fui diagnosticado  com depressão e tipo nunca sou reconhecido por ngn sou muito fã da laura mais ela nunca vai fala cmg vou e me cortar de volta msm @androideira_br,https://twitter.com/LuscaTKS/status/935697659175849985
2321,gramich,"Sou estudante de engenharia química, já cursei e passei por 4 cálculos diferencial e integral, e fui diagnosticado com depressão. É necessário saber regra de três? #SuaPiadaMata pic.twitter.com/yq72IAtq7V",https://twitter.com/gramich/status/934573450672435201
2324,luscatks,Hj Cheguei da Escola fui Ne Um Posto hospital seila com minha mae e a medica falou que fui diagnósticado Com Depressão @androideira_br,https://twitter.com/LuscaTKS/status/933459669166837765
2327,j_sacarose,"Em resumo, cheguei em um ponto onde pensei se realmente valia a pena viver (centenas de vezes), fui diagnosticado com depressão e ansiedade, mas as coisas positivas não me faz querer apagar esse ano da memória",https://twitter.com/J_Sacarose/status/933062730222891008
2328,vxtxrm,"Vocês não sabem mas tipo 1 ano atrás eu fui diagnosticado com depressão, essa merda é séria para de brincar com doença arrombado",https://twitter.com/vxtxrm/status/932775515110477825
2329,ixcofz,"caralho, lek, fui diagnosticado com depressão e um possivel tdah, to muito frustrado, mas ao mesmo tempo muito aliviado por ter uma resposta pros meus problemas, agora foco no tratamento",https://twitter.com/Ixcofz/status/932690313759678464
2335,rafa_ellima,fui diagnosticado com depressão,https://twitter.com/rafa_ellima/status/930551028965150720
2337,lucasdclopes,"Isso aí é real e tem que prestar atenção. Já fui diagnosticado com depressão, depois de um tempo de tratamento sem resultados fui em outro médico. Pediu exame de sangue, deu deficiência de vitamina D, passei a tomar a vitamina e todos os sintomas sumiram após poucos meses.",https://twitter.com/lucasdclopes/status/929896636494606337
2338,gsjr_07,Sai pra fazer uns exames e fui diagnosticado com depressão pós-Enem,https://twitter.com/GSJR_07/status/929780786374561796
2340,edkkkkkkkkk,Quase uma década q fui diagnosticado com depressão e às vezes ainda não sei lidar com ela,https://twitter.com/edkkkkkkkkk/status/929368129247043584
2347,jedyclon,"Trabalho feito um trator, e hj fui diagnosticado com depressão. Pela dra. Márcia. Falta do q fazer? Sério? Se não quer ajudar cala a boca!",https://twitter.com/JedyClon/status/926877830109069315
2349,umseraiqualquer,"Em 2010 eu tinha pensando de q era ""falta doq fazer"" em 2013 fui diagnosticado com depressão, desde então comecei a entender mais e mudar tb",https://twitter.com/UmSerAiQualquer/status/926320324177813504
2350,posteandante,Kkkkkkk mas eu já fui diagnosticado com depressão. Tomava até remédio. Só não saio por aí gritando pro mundo,https://twitter.com/PosteAndante/status/924813501578833920
2358,roodrigoxwz,"Recentemente fui diagnosticado com depressão, crise de ansiedade e me receitaram um tarja preta. Não vou tomar porra nenhuma!",https://twitter.com/roodrigoxwz/status/921337743334084608
2361,fagunda0,"Eu fui diagnosticado com depressão há pouco tempo, poucos sabem.",https://twitter.com/fagunda0/status/920845042352361472
2390,_derico_,RT @_burrog fui diagnosticado com depressão pelo Dr. Delta Mike,https://twitter.com/_derico_/status/915703624805822464
2392,p_dundes,"Nunca entendo minhas neuras e incertezas, mas daí lembro que minha mãe me tirou da psicóloga quando eu fui diagnosticado com depressão  pic.twitter.com/TK2VYfd4Tw",https://twitter.com/P_dundes/status/914925460479496195
2396,bot1nigga,"2 anos atrás eu falei, eu avisei mas era só drama de adolescente hoje eu fui diagnosticado com depressão",https://twitter.com/bot1nigga/status/913046782376071169
2508,srroger1_,"o que eu queria era ficar sozinho aqui em casa, não fico desde que fui diagnosticado com depressão.",https://twitter.com/SrRoger1_/status/908755105905864704
2509,osmarfraga,"Sem dinheiro, miga. E fui diagnosticado com depressão. :(",https://twitter.com/OsmarFraga/status/908471042884161542
2514,limamich7,"Qnd eu fui no psicólogo do trabalho, me recomendou um remédio pra ansiedade.. qnd eu era criança fui diagnosticado com depressão e agr isso",https://twitter.com/LimaMich7/status/904804359149670403
2515,immpetus,fui diagnosticado com depressão desde meus 14 anos,https://twitter.com/immpetus/status/903709090181984258
2521,ryuunomon,"Com 18 anos fui diagnosticado com depressão profunda, a qual controlo com medicação Mas agora, com síndrome do pânico, eu conheci o inferno",https://twitter.com/ryuunomon/status/902230836757405697
2525,_dkrs,"Graças a um amigo do curso técnico, fui a um psicólogo e aos 13 anos fui diagnosticado com depressão. Bem tabu na época...",https://twitter.com/_dkrs/status/900239058114367488
2535,boobitchkraft,eu fui diagnosticado com depressao por um quiz do buzzfeed,https://twitter.com/BooBitchkraft/status/894631539996323841
2536,munlaitoo,Quando fui diagnosticado com depressão não fazia ideia da gravidade da situação e fui desleixado,https://twitter.com/munlaitoo/status/893275494606528515
2544,surian,"Eu tive uma época da minha vida que eu fiquei muito mal, até magia negra procurei, fui diagnosticado com depressão na época.",https://twitter.com/surian/status/889597592295886851
2546,naoalef,"larguei a faculdade, fui diagnosticado com depressão, descobri um tumor, de verdade eu não achei que teria força pra tocar minha vida",https://twitter.com/naoalef/status/889539066580148226
2554,noe_souzaa,eu por exemplo não fui diagnosticado com depressão mas ja teve horas que por um triz eu nn fiz merda...,https://twitter.com/noe_souzaa/status/888133029331431428
2565,jairo_a_vaca,"(e sim, eu fui diagnosticado com depressão em 2015)",https://twitter.com/jairo_a_vaca/status/882354619229327361
2570,thephantompaiin,fui diagnosticado com depressão ??????????????????????????????????,https://twitter.com/thephantompaiin/status/880298478647291904
2573,mais24h,"Ainda me lembro de quando fui diagnosticado com depressão, quis ajuda, quis superar mas como?",https://twitter.com/Mais24h/status/879385478184751105
2575,bau_meu,nunca fui diagnosticado com depressao. mas 14~15anos eram tao ruins quanto o que ta acontecendo hoje; de novo,https://twitter.com/bau_meu/status/878782809044856832
2577,johnsantanna,"Em 2015 fui diagnosticado com depressão, fiz terapia e superei muita coisa. Mas há três dias tô com as mesmas sensações do início de tudo 😫",https://twitter.com/johnsantanna/status/878455371198844928
2580,sergio_andrad3,Ygor do futuro viu que hoje fui diagnosticado com depressão e tomei meu primeiro diazepan e olha... QUE BRISA Não usem gente é horrível,https://twitter.com/sergio_andrad3/status/878142573914750976
2591,mrmilhouse,"""melhorou daquelas coisas que você tava tendo?"" ""Fisicamente sim, mas fui diagnosticado com depressão"" ""...""",https://twitter.com/MRMilhouse/status/876045904976982017
2606,selebloom,não acredito que fui diagnosticado com depressão,https://twitter.com/selebloom/status/874359412735062018
2612,maxkko,por isso eu fui diagnosticado com depressão aguda — Corolho cuzao  https://curiouscat.me/Maxissimamente/post/154404671?t=1496697910 …,https://twitter.com/maxkko/status/871840343813173249
2613,yandrereal,"@vascodagama eu já tenho transtorno de personalidade, e fui diagnosticado com depressão estágio 2.  Ou você ganha, ou -1 vascaíno vivo...",https://twitter.com/yandrereal/status/871432936549208065
2620,_delirivm_,"mas b, eu fui diagnosticado com depressão long as fuckin time ago, mas hoje lendo essas coisa de internet eu me identifico mais com o que+",https://twitter.com/_delirivm_/status/867444139759202307
2621,yan_lsd,"Olha que legal, fui diagnosticado com depressão profunda !",https://twitter.com/YAN_LSD/status/867121145530765320
2634,guifernandesb,"Eu estava em um processo de aceitação! E fui diagnosticado com depressão, graças a Deus consegui sair dessa e sei como é!",https://twitter.com/guifernandesb/status/855844289296957441
2653,supermadurokkk,"#NinguemSabeMasEu já fui diagnosticado com depressão , só que num grau baixo que não precisa ser medicado",https://twitter.com/supermadurokkk/status/854690928342204418
2673,elmeerr,galera fui diagnosticado com depressão mas o médico disse que meu caso é leve...só ataca quando eu fico sem dinheiro.,https://twitter.com/elmeerr/status/854433118710894592
2707,mpamarvin,fui diagnosticado com depressão e não fico usando isso pra justificar opressão,https://twitter.com/mpamarvin/status/852787673295081472
2712,matheuscairu,"Procurei ajuda, e fui diagnosticado com depressão.",https://twitter.com/matheuscairu/status/850067817525383168
2713,matheuscastro,"Nunca fui diagnosticado com depressão nem ansiedade, mas realmente, tudo tava virando gatilho pra mim :(",https://twitter.com/MatheusCastro/status/849997005199998976
2716,leandroitsme,Olá meu nome é Leandro tenho 29 anos fui diagnosticado com depressão duas vezes e aos 20 fiz uma carta pensando em me suicidar !!,https://twitter.com/leandroitsme/status/848974025388896257
2720,yayasira,"nossa eu com 19 anos fui diagnosticado com depressão!!! cara, menos. quem tem depressão não se vangloria disso, é uma luta diária.",https://twitter.com/yayasira/status/846426508281466880
2726,_mnko_,"yh, fui diagnosticado com depressão, é algo permanente como esta tatuagem sabes",https://twitter.com/_mnko_/status/840754109225418753
2741,viniaudino,talvez tu nem tenha depressão. Eu vivenciei coisas muito semelhantes as tuas e nunca fui diagnosticado com depressão ou qlqr outra coisa,https://twitter.com/viniaudino/status/823018828359725060
2744,tiagotheworld,"9. no finalzinho de 2012, fui diagnosticado com depressão",https://twitter.com/tiagotheworld/status/820413550850146304
2747,arrobadoamor_,Fui no psicologo e fui diagnosticado com depressão :( ~ja sabia disso,https://twitter.com/arrobadoamor_/status/819179166620848128
2752,contatosecreto,Já tem algum tempo que eu fui diagnosticado com #depressão e confesso que às vezes me sinto bem. Mas tem coisas acontecendo que tá foda.,https://twitter.com/ContatoSecreto/status/817564329386115072
2757,lanadelcannabis,"já fui diagnosticado com depressão e fui diagnosticado com ansiedade esses dias, na minha opinião ansiedade é BEM pior",https://twitter.com/lanadelcannabis/status/813556651907280896
2763,eurobosapiens,Com 30 anos de idade eu descubro que fui diagnosticado com depressão na infância,https://twitter.com/EuRoboSapiens/status/810282324923445248
2777,idolsmypride2,"eu esse ano fui diagnosticado com depressão, tive muito problema por conta de remédios, mas por outro lado..",https://twitter.com/idolsmypride2/status/806248123655946240
2797,bernoch_,"Nunca fui diagnosticado com depressão, mas as vezes sinto que a psicologa só não falou ainda. E minha irmã enche a porra do saco.",https://twitter.com/Bernoch_/status/788505049831993344
2805,eduardoloucasso,"fui diagnosticado com depressao, KIBELEZA",https://twitter.com/EduardoLoucasso/status/788010012010541056
2812,marcosmourads,"Nem lembro quando fui diagnósticado com depressão, mas tem muitos anos, se não me engano foi aos meus 12 anos de idade...",https://twitter.com/marcosmourads/status/784630866572181504
2820,medeixemempaz,"eu sofri abusos psicológicos e físicos, fui diagnosticado com depressão aos 14, etc. e por muitos anos harry foi minha única companhia.",https://twitter.com/medeixemempaz/status/781975191115235328
2834,omeuecomaga,NOSSA digo eu felipe. isso é um perigo. eu fui diagnosticado com depressão. se tu tens algum sintoma procura um médico.,https://twitter.com/omeuecomaga/status/779554758680010752
2835,tittobrites,"resumindo o que aconteceu nesse tempo, fui diagnosticado com depressão profunda, tô tendo crises de pânico e ansiedade todos os dias.",https://twitter.com/tittobrites/status/779489274622308353
2836,eridalavigne,acho que mamae contou pra minha irmã que fui diagnosticado com depressão. Ontem ela me andou ir no serviço dela e fui hoje,https://twitter.com/EriDaLavigne/status/779470614885171200
2902,thiagodelgrande,Acabei de voltar do neurologista e fui diagnosticado com depressão. 😱,https://twitter.com/thiagodelgrande/status/763067100327997440
2921,nemmmeviu,"3- já fui diagnosticado com depressão severa e não sei se me curei, sinceramente duvido muito. #25curiosidades",https://twitter.com/nemmmeviu/status/757838817730584576
2937,blckspinkz,17- eu já fui diagnosticado com depressão,https://twitter.com/blckspinkz/status/752258595480301569
2941,moskito,Talvez porque eu fui diagnosticado com depressão? Provavelmente sim.,https://twitter.com/moskito/status/749014056145649665
2944,beyonsad,da primeira vez que eu fui diagnosticado com depressão eu fui levado ao hospital pra fazer uma lavagem estomacal depois de um quase suicídio,https://twitter.com/beyonsad/status/747617967869956096
2953,serafflamat,Eu fui diagnosticado com depressão com 13 anos e nunca me tratei.,https://twitter.com/SeraffLamat/status/740054647558262784
2955,phantomsilvio,":/ fui diagnosticado com depressão semana passada, e eu sou bem assim mesmo",https://twitter.com/PhantomSilvio/status/739823423665410050
2969,uai_why,você ainda toma remédios pra dormir ou nunca tomou? Quando fui diagnosticado com depressão grave tive que tomar bastante =/,https://twitter.com/Uai_Why/status/730660557842481152
2977,edumarchhi,hj me falaram q fui diagnosticado com depressão HEHEHEHE nunca me senti depressivo,https://twitter.com/Edumarchhi/status/720452527049846784
2982,carlosedusol,Ano que vem fará 10 anos que fui diagnosticado com depressão e síndrome do pânico. Farei até uma festa pra comemorar 😒,https://twitter.com/carlosedusol/status/708036838984916992
2983,alucinacido,fui diagnosticado com 'depressão instantânea' tô tendo um ataque por que não tô achando meu pacotinho de depressão,https://twitter.com/alucinacido/status/707992442851741696
2985,benilms,Este Março faz 2 anos que fui diagnosticado com #depressão e #ansiedade - Faço piadas no Twitter. I guess I made it.✌🏻 #workinprogress,https://twitter.com/Benilms/status/706093731569659904
2986,kviofelipe,@fucksdelrey disse a real dai fui diagnosticado com depressao risos,https://twitter.com/kviofelipe/status/705627245264515072
2987,tarjapretaporra,"@psdavila ...me apaixonei pela Grécia Arcaica,mergulhei de cabeça no vazio da existência...fui diagnosticado com depressão,com orgulho...",https://twitter.com/tarjapretaporra/status/705572824254189568
2988,ncclwz,primeira semana de aula e ja fui diagnosticado com depressão,https://twitter.com/ncclwz/status/705239828397428736
2996,joaopedrorochet,"@sabrimartinho sim, eu fui diagnosticado com depressão contagiosa, não sei como vcs ainda não se mataram por conviver comigo!!!",https://twitter.com/joaopedrorochet/status/697643431619915776
2999,diego_matioli,"Desde que eu fui diagnosticado com depressão ano passado a ideia de escrever me deixa ansioso, porque eu tenho medo de ficar ruim de novo...",https://twitter.com/Diego_Matioli/status/691302260828196864
3002,suicidei_ne,"@mateiformiga eu sempre que posso olho seus vídeos, e fui diagnosticado com depressão !  e sempre que eu sorrio é vendo seus vídeos e tal !!",https://twitter.com/Suicidei_ne/status/686697617074552832
3034,avozdomorto,"Então, fui diagnosticado com depressão bipolar num estado um pouco além do início e tô em tratamento.",https://twitter.com/avozdomorto/status/655434908068892672
3038,swftperry,@burnwithyou eu expliquei nos tweets e eu já fui diagnosticado com depressão e é muito difícil lidar com isso,https://twitter.com/swftperry/status/647258621412278272
3039,luishcm5,No outro dia fui diagnosticado com depressão clinica Fiquei triste,https://twitter.com/luishcm5/status/647179749526216704
3054,tarjapretaporra,Cerca de um ano atrás fui diagnosticado com depressão!,https://twitter.com/tarjapretaporra/status/634865309757915137
3066,sk_guih,"Já fazem 2 meses q fui diagnosticado com depressão e q vou à psicóloga e algo q percebi, é q depressão se combate com coisas simples.",https://twitter.com/sk_GuIh/status/632755106874793984
3076,notonbrise,"seu primeiro vídeo que assisti foi ""SEGUE DE VOLTA É O CASSETE"" foi no dia que fui diagnosticado com depressão + @Kefera",https://twitter.com/notonbrise/status/629460348098187265
3150,w_miyake,"O buraco - Em setembro de 2014 fui diagnósticado com depressão, para mim não foi surpresa sempre fui forte...  http://tmblr.co/Z758pl1pIIjy_ ",https://twitter.com/w_miyake/status/619746487577247744
3284,philodamae,"@gbragaalves @nilamaria_ Eu ja fui diagnosticado com depressão, e tenho caspa, posso dizer que tenho Depressão do Cáspio?",https://twitter.com/philodamae/status/605043143298416640
3285,swftperry,Depois q eu fui diagnosticado com depressão parece q todo mundo começou a falar disso,https://twitter.com/swftperry/status/604859848925310976
3287,goticuzinho,@drewftgomez da última vez qnd fui ao médico por causa disso fui diagnosticado com depressão hereditária,https://twitter.com/goticuzinho/status/603782558346805248
3291,marbundas,as vezes eu fico lembrando que eu já fui diagnosticado com depressão e me dá ódio da psiquiatria moderna,https://twitter.com/marbundas/status/601886267320770560
3294,renejuniioor,Fui no psicólogo e fui diagnosticado com depressão em desenvolvimento😓,https://twitter.com/ReneJuniioor/status/599985723652071425
3310,swftperry,"Eu fui diagnosticado com depressão e aceitei isso, mas ainda me fico chocado quando falam dos sintomas e me descreve perfeitamente",https://twitter.com/swftperry/status/589054744808787968
3313,guicf,"Eu fui diagnosticado com depressão crônica no ano passado. Interrompi um tratamento psiquiátrico no meio, o que...  http://fb.me/32MDON1ux ",https://twitter.com/GuiCF/status/584415307684392960
3316,marciodeportao,"Hoje fui ao médico, há dias não estava me sentindo bem e fui diagnosticado com depressão. Quem diria eu que sou...  http://fb.me/3OdL3vxgX ",https://twitter.com/marciodeportao/status/582893563098316800
3318,nowfragil,eu fui diagnosticado com depressão,https://twitter.com/nowfragil/status/581467303931453440
3322,giordanoarruda,Ainda por cima fui diagnosticado com depressão virtual,https://twitter.com/giordanoarruda/status/578321014611927040
3358,vieirawell_,Fui ouvir Radiohead e automaticamente fui diagnosticado com depressão,https://twitter.com/vieirawell_/status/553365249236406274
3367,victor_tio_fill,é agora e real fui diagnosticado com depressão,https://twitter.com/Victor_Tio_Fill/status/543529208086265856
3379,ahuahe,Fui no medico e fui diagnosticado com depressão pós show,https://twitter.com/ahuahe/status/535176753577492482
3380,leandromoraes26,"Além de tudo que vem acontecendo, descubro problemas no coração e fui diagnosticado com depressão. Eu não tenho mais vontade das coisas.",https://twitter.com/leandromoraes26/status/535091810595770369
3393,hiaggoc,Sério que eu fui diagnosticado com depressão ? Pois cerveja e futebol é a cura kkkk FODA - SE o mundo kkkk,https://twitter.com/HiaggoC/status/532687791621414912
3399,stayquietnadal,"Há dois anos atrás, quando eu fui diagnosticado com depressão, meu chão caiu e o barco quase afundou.…  http://instagram.com/p/tyo1z5jDov/ ",https://twitter.com/stayquietnadal/status/518923257274445824
3404,molejaoo,"@angusex eu fui diagnosticado com depressão e transtorno bipolar, no meu caso deu resultado, agr não sei o teu",https://twitter.com/Molejaoo/status/514215096244273152
3455,leidovilar,@consultoriont fui diagnosticado com depressão e síndrome de pânico os remédios estão me deixando mal Dependente é ñ consigo largar me ajude,https://twitter.com/leidovilar/status/509154532161753088
3457,shermination,"Quando fui diagnosticado com depressão, vc sabia q vc era causador disso! Mas não! Não quis mudar",https://twitter.com/shermination/status/507693947838537728
3468,jefe_s,"Esse 3° posso dizer com toda certeza, foi meu mair inferno astral, superando o do 2011. No qual fui diagnosticado com depressão.",https://twitter.com/JeFe_s/status/502244080257335296
3475,patrckcst,"Ultimamente eu ando ouvindo umas musicas tão animadas que, sem ao menos me consultar, já fui diagnosticado com depressão",https://twitter.com/patrckcst/status/497483586069868544
3511,roccogbs,"@vtncbarni eu fui diagnosticado com depressão e n tomo remedios,e olhe eu...to na merda msm n siga meu exemplo",https://twitter.com/roccogbs/status/461670773183483904
3514,eusouterrivel,Entrei no Tumblr e fui diagnosticado com depressão pós parto.,https://twitter.com/EuSouTerrivel/status/459183918210510848
3515,roccogbs,"@MakeMeAliveDrio heuhe eu nem te falei,mas eu fui diagnosticado com depressão aí como eu sou r3b3ld3 eu n tomei os remedios +",https://twitter.com/roccogbs/status/458793365954654208
3517,vinnefilipe,Eu fui diagnosticado com depressão há pouco tempo. Não to tomando remédio e to tentando sair da rotina todos os dias,https://twitter.com/vinnefilipe/status/458100873449988096
3525,thdisl,@_sikkeuleo mas eu já fui diagnosticado com depressão,https://twitter.com/thdisl/status/450437347168235522
3528,billzete,"A dois meses eu fui diagnosticado com depressão grau 3 (profunda) não sorria, não falava, não saia. A Dy ela praticamente @ludodotestudo +",https://twitter.com/Billzete/status/448498072411459585
3541,eugeovaneabreu,"porque tú sumiu? kkk — tava internado numa clínica de reabilitação, fui diagnosticado com depressão psicótica e ...  http://ask.fm/a/ab1c4deb ",https://twitter.com/eugeovaneabreu/status/442511135271829504
3544,eugeovaneabreu,"fui diagnosticado com depressão psicótica e transtorno de personalidade, mentira",https://twitter.com/eugeovaneabreu/status/441368156519796736
3555,abrahaomendes,@LukeGuerreiro Faço desde que fui diagnosticado com Depressão. Cheers to that!,https://twitter.com/abrahaomendes/status/434886233865846785
3564,asup3rnova,@phillsawesome no dia que eu te segui fui diagnosticado com depressão(serio),https://twitter.com/asup3rnova/status/430206874211074048
4846,st_vinny,Assisti A Origem dos Guardiões e agora fui diagnosticado com depressão.,https://twitter.com/St_Vinny/status/419949499054698498
4849,benzatheus,"@jorn4da Eh que tu me conheceu agora... No meio do ano, fui diagnosticado com depressão! Escrevo pra tentar me sentir menos pior.",https://twitter.com/benzatheus/status/415320641974571008
4862,gothicdemetria,"@gl0wbeliebers Eu te entendo. Vou no psicólogo tbm uahshuas. Inclusive fui diagnosticado com depressão, fora a ansiedade, tipo what? +",https://twitter.com/gothicdemetria/status/407029709910716416
4886,sr_gladiador,Fui a um psicologo porque não tinha sentimentos... tomei remedios para te-los depois de uma semana fui diagnosticado com depressão!!,https://twitter.com/sr_gladiador/status/392017396069724162
4891,rapidoricardo,@dai_pedroso ah sei. eu não sei direito o que tenho. quando eu tinha uns 14 eu fui diagnosticado com depressão. mas to cada vez mais bipolar,https://twitter.com/rapidoricardo/status/388032113825415168
4906,molejaoo,"@lolhehehe Agenor, eu fui diagnosticado com depressão, agora o quadro evoluiu para transtorno bipolar, sou fresco? :(",https://twitter.com/Molejaoo/status/377115387847905280
4930,joaovms96,"Fui diagnosticado com distimia porque não tinha sentimentos, tomei remédios psiquiátricos, tive sentimentos, fui diagnosticado com depressão",https://twitter.com/joaovms96/status/361314121167286273
4935,barruerror,liguei no plimplim pra ver faustao e de repente fui diagnosticado com depressao profunda,https://twitter.com/barruERROR/status/359066215785828352
4950,nero_luzbel,fui diagnosticado com depressão profunda,https://twitter.com/nero_luzbel/status/352970628485218305
4962,ruanpablov,"fui diagnosticado com depressão, aeee hahahahah",https://twitter.com/ruanpablov/status/346340903159480324
5049,caio_el_loko,"Minha mãe me disse que com 3 anos eu fui diagnosticado com depressão, tudo por culpa dele.",https://twitter.com/Caio_el_Loko/status/312393953423015937
5071,vermelhorusso,Fique feliz quando fui diagnosticado com depressão. Antes pensava que era espírito de porco. - Escrevi isso no meu caderno em 2009.,https://twitter.com/vermelhorusso/status/306386849637736448
5188,novodaniel,"@fabioramalho ve se pode fabio, fui diagnosticado com depressão e sindrome do panico...e o medico disse q ja tenho a anos...",https://twitter.com/NovoDaniel/status/256861607206998017
5212,allefdp,5 minutos de twitter e já fui diagnosticado com depressão,https://twitter.com/Allefdp/status/250025423633797120
5239,rfbslm,fui tentar me afastar da internet e depois fui diagnosticado com depressao profunda,https://twitter.com/rfbslm/status/240923961997811712
5251,gasbrieu,@420smileday fui diagnosticado com depressão no exame do pézinho AEHEAUHAEUHAEUHAEUHAEUHAEUHAEUH aqueles,https://twitter.com/gasbrieu/status/235216899565297665
5288,lilrvfx,como que só eu fui diagnosticado com depressão esse ano? pq olha.... tá foda,https://twitter.com/LilRvfx/status/217427634404077568
5309,felipebomfim96,Já fui diagnosticado com depressão e as pessoas insistem em deprimir mais ainda,https://twitter.com/felipebomfim96/status/215147220889116672
5470,zeduucamolese,fui diagnosticado com depressao .........,https://twitter.com/zeduucamolese/status/175348900641783808
5567,ndwadgow,"Nunca fui diagnosticado com depressão, mas era evidente anos atrás, de vez em quando fico pra baixo sem motivo, ou seria com motivo?",https://twitter.com/ndwadgow/status/141971135834238976
5568,alucinacido,fui diagnosticado com 'Depressão instantanea' quem curte,https://twitter.com/alucinacido/status/141578785664401409
5602,macklon,"No final do ano passado fui diagnosticado com DEPRESSÃO e SINDROME DO PÂNICO,resultado da luta dia e noite para ver a MUDANÇA no AP",https://twitter.com/macklon/status/136181468903899137
11,nihilistblu3,"Voce pode ter duas situações ou vc relaxa e pode te fazer bem ou você pode ter um bad e crise de ansiedade. Em mim faz com que eu relaxe, eu tenho diagnostico de depressao, toc e síndrome do pânico desde os 12 anos e comecei a utilizar a maconha depois dos 17 anos",https://twitter.com/NIHILISTBLU3/status/1139490908779552768
30,gemakoharu,"eu tenho diagnóstico de depressão mas segundo o ursinho Pooh eu tenho TDA msm psiquiatria sabe de nada msm, obg internet",https://twitter.com/gemakoharu/status/1134822884663316481
36,rocknroll_b,"realmente, ela não pode piorar uma das suas patologias pra te esclarecer as outras  eu (só) tenho diagnóstico de depressão e ansiedade",https://twitter.com/rocknroll_b/status/1134248851626504198
100,maydyke_,Eu não tenho diagnóstico de depressão e a única coisa que suspeito ter é transtorno de ansiedade porque faço terapia há 4 anos e eu nem falo sobre isso e nem gosto que tentem falar o que tenho ou que deixo de ter,https://twitter.com/maydyke_/status/1121606438114267138
114,ratazanica,eu que tenho diagnostico de depressao vendo um post no buzzfeed 'coisas que podem ser sinais de depressao': nossa eu PRECISO ler isso . vai que eu tenho depressao,https://twitter.com/ratazanica/status/1119029371208118274
134,shoto_ilya,"Eu tenho diagnóstico de depressão e ansiedade  Fiz cirurgia de artrodese no pé por uma má formação óssea e não consigo andar até a esquina sem sentir dor, e não é qualquer dor, é dor óssea",https://twitter.com/shoto_ilya/status/1114252584070545415
145,belamenezes,"Entendo.. na vdd, eu tenho diagnóstico de depressão desde 2002 e trato desde então. Sei como é complicado mesmo.😞Mas estou em uma época controlada. Já tive ataque de pânico 2x, mas foi diferente do q tive ontem. Ontem realmente pareceu um mal estar. Mas vou ficar atenta 🙏🏻",https://twitter.com/BelaMenezes/status/1113456788865785856
146,aquabella__,"Não tenho diagnóstico de depressão nem ansiedade... Mas sinto que preciso de ajuda, só q sou mt burra pq não peço ajuda, sinto vergonha, e não quero que ninguém saiba",https://twitter.com/aquabella__/status/1113235376381071365
156,stylwsgranger,5 curiosidades desnecessárias sobre mim:  1. eu já tive um canal no youtube há muitos anos atrás  2. eu tenho diagnóstico de depressão porém hoje em dia ela é estabilizada e tá top na terapia  3. sou vegetariana  4. queria trabalhar com fotografia e desenho  5. nunca tive um dog  https://twitter.com/stardcwars/status/1109114652708007938 …,https://twitter.com/stylwsgranger/status/1109150638410268673
177,marialencar12,"Eu tenho diagnóstico de depressão a mais de vinte anos,minha primeira crise foi aos quinze e desde então minha mente vive em uma eterna escuridão. A luz ate tentar chegar mas a escuridão é maior e mais forte.",https://twitter.com/MariAlencar12/status/1100890580471693313
233,bibivsx,"9- eu tenho diagnóstico de depressão, stress, ansiedade e toc KKKKKK",https://twitter.com/bibivsx/status/1088092374486593536
243,karatsukki,"5 – eu tenho diagnóstico de depressão severa resistente, ansiedade generalizada, agorafobia e pânico, além de alguns transtornos alimentares",https://twitter.com/karatsukki/status/1085762862096605184
244,bolini_lukas,"Rio, 17/01/19 Eu me chamo Lukas Bolini e tenho diagnóstico de depressão crônica. Hoje eu acordei com uma disposição razoável, mas como sou um barril de pólvora embebido em gasolina e com um pavio curtíssimo, duas coisinhas que só ficariam no fundo da cabeça de uma pessoa me",https://twitter.com/bolini_lukas/status/1085758536833937409
252,laurogripa,"1 like = 1 história de como é viver com uma coleção de doenças crônicas - tenho diagnóstico de depressão maior, transtorno de ansiedade, síndrome do pânico, estresse pós traumático e disfunção na articulação temporomandibular. todas mais ou menos sob controle mas nenhuma superada",https://twitter.com/laurogripa/status/1084567712062472193
